ap1,ap2,ap3,ap4,ap5,ap6,ap7,ap8,ap9,ap10,ap11,label
-73,-120,-76,-71,-120,-89,-86,-120,-120,-120,-120,2
-120,-120,-120,-120,-87,-120,-120,-120,-120,-120,-120,2
-120,-94,-120,-120,-120,-120,-120,-92,-120,-120,-120,2
-120,-120,-120,-120,-120,-120,-120,-120,-120,-99,-120,2
-120,-120,-120,-71,-78,-89,-87,-93,-120,-120,-120,2
-89,-120,-75,-120,-120,-120,-120,-120,-120,-120,-120,2
-120,-93,-120,-120,-120,-120,-120,-120,-120,-120,-120,2
-72,-94,-79,-120,-73,-120,-120,-120,-120,-120,-120,2
-120,-120,-120,-70,-120,-97,-90,-120,-120,-120,-120,2
-120,-120,-120,-120,-120,-120,-120,-92,-120,-120,-120,2
-73,-95,-76,-66,-76,-85,-120,-120,-120,-120,-120,2
-120,-120,-120,-120,-120,-120,-89,-93,-120,-120,-120,2
-73,-120,-91,-69,-78,-120,-89,-93,-120,-120,-120,2
-120,-95,-120,-120,-120,-93,-120,-120,-120,-120,-120,2
-120,-95,-120,-120,-120,-84,-120,-120,-120,-120,-120,2
-73,-120,-77,-69,-73,-120,-90,-120,-120,-120,-120,2
-120,-120,-120,-120,-120,-120,-120,-92,-120,-120,-120,2
-83,-120,-85,-84,-79,-92,-120,-120,-120,-120,-120,2
-120,-120,-120,-120,-120,-120,-87,-120,-120,-120,-120,2
-120,-93,-120,-120,-120,-120,-120,-92,-120,-120,-120,2
-120,-120,-120,-120,-120,-120,-120,-120,-120,-90,-120,2
-79,-91,-120,-72,-120,-88,-86,-120,-120,-94,-120,2
-120,-120,-90,-120,-120,-120,-120,-120,-120,-120,-120,2
-120,-120,-120,-120,-77,-120,-120,-100,-120,-120,-120,2
-90,-120,-120,-120,-68,-81,-120,-92,-120,-120,-120,2
-120,-94,-84,-66,-120,-120,-120,-120,-120,-93,-120,2
-120,-120,-120,-120,-120,-120,-85,-120,-120,-120,-120,2
-95,-120,-78,-79,-70,-120,-87,-120,-120,-120,-120,2
-120,-120,-120,-120,-120,-120,-120,-93,-120,-120,-120,2
-120,-89,-120,-120,-120,-97,-120,-120,-120,-120,-120,2
-120,-84,-120,-120,-78,-120,-120,-120,-120,-120,-120,2
-89,-120,-85,-84,-120,-86,-82,-120,-120,-97,-120,2
-120,-120,-120,-120,-120,-120,-120,-97,-120,-120,-120,2
-75,-94,-89,-120,-120,-83,-84,-120,-120,-120,-120,2
-120,-120,-120,-74,-76,-120,-120,-120,-120,-120,-120,2
-120,-120,-120,-120,-120,-120,-120,-93,-120,-92,-120,2
-120,-120,-120,-120,-77,-120,-120,-120,-120,-120,-120,2
-88,-120,-85,-79,-120,-84,-101,-120,-120,-120,-120,2
-120,-120,-120,-120,-120,-120,-120,-120,-120,-94,-120,2
-91,-120,-88,-77,-73,-120,-91,-120,-120,-120,-120,2
-120,-97,-120,-120,-120,-94,-120,-120,-120,-120,-120,2
-120,-120,-120,-120,-120,-120,-120,-120,-120,-97,-120,2
-85,-120,-88,-73,-84,-87,-93,-120,-120,-97,-120,2
-120,-99,-120,-120,-120,-120,-120,-120,-120,-120,-120,2
-90,-120,-93,-84,-88,-83,-91,-120,-120,-120,-120,2
-120,-120,-120,-120,-120,-120,-120,-97,-120,-120,-120,2
-83,-96,-94,-85,-83,-88,-120,-120,-120,-120,-120,2
-120,-120,-120,-120,-120,-120,-120,-98,-120,-120,-120,2
-120,-120,-120,-76,-120,-88,-120,-120,-120,-120,-120,2
-86,-100,-120,-120,-80,-120,-95,-120,-120,-120,-120,2
-120,-120,-89,-120,-120,-120,-120,-120,-120,-120,-120,2
-85,-120,-87,-75,-92,-86,-120,-120,-120,-98,-120,2
-120,-120,-120,-120,-120,-120,-98,-98,-120,-120,-120,2
-82,-120,-89,-120,-120,-86,-120,-120,-120,-97,-120,2
-120,-120,-120,-76,-90,-120,-120,-120,-120,-120,-120,2
-120,-94,-120,-120,-120,-120,-94,-120,-120,-120,-120,2
-120,-120,-120,-68,-78,-120,-120,-120,-120,-120,-120,2
-81,-120,-84,-120,-120,-90,-91,-120,-120,-120,-120,2
-120,-96,-120,-120,-120,-120,-120,-95,-120,-94,-120,2
-75,-96,-120,-75,-82,-94,-79,-120,-120,-120,-120,2
-120,-120,-83,-120,-120,-120,-120,-120,-120,-95,-120,2
-120,-120,-120,-120,-120,-120,-120,-92,-120,-120,-120,2
-120,-95,-87,-78,-74,-91,-120,-120,-120,-120,-120,2
-97,-120,-120,-120,-120,-120,-89,-93,-120,-94,-120,2
-79,-91,-83,-69,-69,-92,-87,-88,-120,-120,-120,2
-120,-120,-120,-120,-120,-120,-120,-120,-120,-91,-120,2
-84,-96,-86,-81,-84,-86,-93,-120,-120,-93,-120,2
-120,-120,-120,-120,-120,-120,-120,-95,-120,-120,-120,2
-120,-91,-90,-71,-67,-120,-120,-120,-120,-120,-120,2
-91,-120,-120,-120,-120,-84,-89,-120,-120,-97,-120,2
-120,-120,-120,-120,-120,-120,-120,-120,-96,-120,-120,2
-120,-120,-120,-120,-120,-120,-120,-94,-120,-120,-120,2
-85,-91,-93,-120,-120,-76,-81,-97,-120,-88,-120,2
-120,-120,-120,-81,-72,-120,-120,-120,-120,-120,-120,2
-95,-120,-84,-78,-85,-120,-120,-120,-120,-98,-120,2
-120,-91,-120,-120,-120,-90,-87,-120,-120,-120,-120,2
-120,-120,-120,-120,-120,-120,-120,-91,-120,-120,-120,2
-91,-120,-91,-120,-120,-89,-89,-89,-120,-120,-120,2
-120,-120,-120,-74,-86,-120,-120,-120,-120,-88,-120,2
-120,-95,-120,-120,-120,-120,-120,-120,-120,-120,-120,2
-120,-120,-120,-75,-70,-120,-120,-120,-120,-120,-120,2
-78,-120,-120,-120,-120,-79,-83,-120,-95,-95,-120,2
-120,-120,-90,-120,-120,-120,-120,-85,-120,-120,-120,2
-120,-96,-120,-120,-120,-120,-120,-120,-120,-120,-120,2
-120,-120,-120,-72,-120,-120,-120,-120,-120,-120,-120,2
-85,-120,-92,-120,-71,-80,-79,-93,-120,-93,-120,2
-120,-97,-120,-120,-120,-120,-120,-120,-120,-120,-120,2
-86,-93,-93,-77,-73,-120,-81,-120,-120,-120,-120,2
-120,-120,-120,-120,-120,-79,-120,-120,-120,-120,-120,2
-120,-120,-120,-120,-120,-120,-120,-120,-120,-97,-120,2
-120,-120,-120,-88,-69,-120,-120,-120,-120,-120,-120,2
-79,-120,-120,-120,-120,-87,-120,-120,-120,-120,-120,2
-120,-92,-86,-120,-120,-120,-96,-120,-120,-120,-120,2
-120,-120,-120,-120,-120,-120,-120,-92,-120,-87,-120,2
-84,-120,-89,-120,-120,-76,-83,-120,-120,-91,-120,2
-120,-94,-120,-89,-70,-120,-120,-89,-120,-120,-120,2
-120,-96,-90,-79,-68,-89,-82,-97,-120,-120,-120,2
-97,-120,-120,-120,-120,-120,-120,-120,-98,-98,-120,2
-91,-120,-120,-71,-78,-81,-82,-87,-120,-120,-120,2
-120,-91,-99,-120,-120,-120,-120,-120,-120,-92,-120,2
-120,-120,-120,-70,-65,-120,-120,-120,-120,-97,-120,2
-98,-120,-89,-120,-120,-88,-80,-120,-120,-120,-120,2
-120,-94,-120,-120,-120,-120,-120,-97,-120,-120,-120,2
-120,-120,-91,-120,-120,-85,-120,-96,-120,-120,-120,2
-120,-120,-120,-70,-68,-120,-86,-120,-120,-120,-120,2
-95,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,2
-120,-120,-120,-120,-120,-120,-120,-120,-120,-95,-120,2
-120,-120,-120,-120,-77,-120,-120,-120,-120,-120,-120,2
-86,-120,-83,-66,-120,-87,-89,-95,-120,-94,-120,2
-120,-92,-120,-120,-120,-120,-120,-120,-120,-120,-120,2
-83,-120,-85,-68,-75,-120,-120,-120,-120,-120,-120,2
-120,-120,-120,-120,-120,-92,-84,-120,-120,-120,-120,2
-120,-120,-120,-120,-120,-120,-120,-94,-120,-120,-120,2
-93,-98,-90,-78,-78,-96,-90,-120,-120,-120,-120,2
-120,-120,-120,-120,-120,-120,-120,-89,-120,-120,-120,2
-120,-120,-120,-120,-120,-120,-120,-120,-120,-98,-120,2
-78,-120,-88,-69,-71,-91,-120,-120,-120,-120,-120,2
-120,-120,-120,-120,-120,-120,-90,-95,-120,-120,-120,2
-81,-120,-88,-72,-87,-99,-91,-120,-120,-120,-120,2
-120,-120,-120,-120,-120,-120,-120,-93,-120,-120,-120,2
-82,-120,-87,-71,-120,-120,-120,-120,-120,-120,-120,2
-120,-120,-120,-120,-73,-87,-120,-120,-120,-120,-120,2
-120,-120,-120,-120,-120,-120,-89,-94,-120,-120,-120,2
-120,-120,-120,-120,-73,-120,-97,-92,-120,-120,-120,2
-84,-120,-90,-70,-120,-120,-120,-120,-120,-120,-120,2
-120,-120,-120,-120,-120,-88,-120,-120,-120,-120,-120,2
-120,-120,-120,-120,-120,-120,-120,-120,-120,-97,-120,2
-83,-120,-83,-120,-69,-86,-120,-93,-120,-120,-120,2
-120,-120,-120,-69,-120,-120,-120,-120,-120,-120,-120,2
-120,-120,-120,-120,-120,-120,-96,-120,-120,-120,-120,2
-120,-120,-120,-68,-120,-120,-120,-120,-120,-120,-120,2
-88,-120,-85,-120,-73,-120,-120,-97,-120,-120,-120,2
-120,-120,-120,-120,-120,-87,-97,-120,-120,-120,-120,2
-82,-120,-87,-67,-78,-120,-92,-99,-120,-120,-120,2
-120,-120,-120,-120,-120,-96,-120,-120,-120,-120,-120,2
-120,-120,-120,-120,-73,-120,-92,-120,-120,-120,-120,2
-79,-120,-88,-82,-120,-88,-120,-120,-120,-120,-120,2
-80,-120,-120,-81,-79,-120,-91,-98,-120,-120,-120,2
-120,-120,-97,-120,-120,-91,-120,-120,-120,-96,-120,2
-120,-90,-120,-120,-120,-120,-120,-120,-120,-120,-120,2
-87,-120,-90,-72,-71,-89,-94,-120,-120,-120,-120,2
-120,-120,-120,-120,-120,-120,-120,-94,-120,-93,-120,2
-120,-96,-120,-120,-120,-120,-120,-120,-120,-120,-120,2
-81,-120,-82,-83,-73,-120,-120,-120,-120,-120,-120,2
-120,-120,-120,-120,-120,-83,-92,-120,-120,-120,-120,2
-120,-94,-120,-120,-120,-120,-120,-120,-120,-97,-120,2
-120,-120,-120,-120,-120,-120,-120,-101,-120,-120,-120,2
-83,-120,-120,-78,-82,-77,-120,-120,-120,-120,-120,2
-120,-120,-91,-120,-120,-120,-80,-120,-120,-89,-120,2
-120,-120,-120,-120,-120,-120,-120,-87,-120,-120,-120,2
-120,-96,-120,-120,-120,-120,-120,-120,-120,-120,-120,2
-120,-120,-120,-120,-120,-120,-120,-120,-93,-120,-120,2
-120,-120,-120,-69,-67,-95,-86,-120,-120,-120,-120,2
-88,-96,-89,-120,-120,-120,-120,-90,-120,-120,-120,2
-120,-120,-120,-120,-120,-120,-120,-120,-120,-97,-120,2
-81,-89,-84,-120,-78,-95,-86,-120,-120,-120,-120,2
-120,-120,-120,-69,-120,-120,-120,-86,-120,-99,-120,2
-120,-120,-120,-73,-80,-120,-120,-120,-120,-120,-120,2
-91,-120,-120,-120,-120,-84,-80,-120,-120,-120,-120,2
-120,-120,-89,-120,-120,-120,-120,-91,-120,-89,-120,2
-120,-98,-120,-120,-120,-120,-120,-120,-120,-120,-120,2
-120,-120,-81,-120,-120,-120,-120,-96,-120,-120,-120,2
-120,-95,-120,-76,-68,-93,-120,-120,-120,-120,-120,2
-120,-120,-120,-120,-120,-120,-88,-120,-120,-120,-120,2
-90,-120,-120,-120,-120,-120,-120,-120,-120,-95,-120,2
-120,-120,-120,-120,-67,-120,-120,-120,-120,-120,-120,2
-120,-95,-89,-70,-120,-87,-92,-92,-120,-93,-120,2
-120,-120,-120,-81,-81,-86,-93,-120,-120,-120,-120,2
-81,-120,-86,-120,-120,-120,-120,-95,-120,-95,-120,2
-120,-120,-120,-120,-67,-86,-80,-120,-120,-120,-120,2
-90,-120,-95,-74,-120,-120,-120,-120,-120,-120,-120,2
-120,-120,-120,-120,-120,-120,-120,-91,-120,-120,-120,2
-120,-120,-86,-70,-72,-88,-83,-93,-120,-120,-120,2
-91,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,2
-120,-120,-120,-120,-120,-120,-120,-120,-120,-99,-120,2
-120,-120,-120,-77,-83,-90,-120,-120,-120,-120,-120,2
-88,-120,-92,-120,-120,-120,-95,-98,-120,-120,-120,2
-88,-120,-93,-120,-120,-120,-98,-120,-120,-97,-120,2
-120,-120,-120,-89,-75,-95,-120,-95,-120,-120,-120,2
-88,-120,-120,-75,-73,-88,-85,-120,-120,-120,-120,2
-120,-120,-87,-120,-120,-120,-120,-120,-120,-91,-120,2
-120,-120,-120,-81,-91,-120,-120,-120,-120,-120,-120,2
-97,-120,-93,-120,-120,-93,-92,-94,-120,-120,-120,2
-120,-120,-120,-120,-120,-120,-120,-120,-120,-93,-120,2
-92,-120,-120,-120,-120,-120,-85,-120,-120,-120,-120,2
-120,-120,-96,-75,-86,-91,-120,-120,-120,-120,-120,2
-120,-120,-120,-120,-120,-120,-120,-93,-120,-120,-120,2
-90,-120,-89,-77,-71,-120,-90,-120,-120,-120,-120,2
-120,-120,-120,-120,-120,-92,-120,-120,-120,-120,-120,2
-120,-120,-120,-120,-120,-120,-120,-90,-120,-120,-120,2
-85,-120,-88,-76,-66,-88,-83,-120,-120,-120,-120,2
-120,-120,-85,-77,-77,-120,-88,-95,-120,-120,-120,2
-92,-94,-120,-120,-120,-91,-120,-120,-120,-92,-120,2
-120,-120,-120,-75,-120,-84,-85,-120,-120,-120,-120,2
-87,-120,-88,-120,-62,-120,-120,-93,-120,-120,-120,2
-120,-120,-120,-84,-69,-120,-120,-120,-120,-120,-120,2
-84,-120,-90,-120,-120,-120,-82,-97,-120,-120,-120,2
-120,-120,-120,-120,-120,-83,-120,-120,-96,-120,-120,2
-120,-94,-120,-120,-120,-120,-120,-120,-120,-120,-120,2
-120,-120,-120,-120,-120,-120,-120,-120,-120,-93,-120,2
-94,-120,-83,-120,-120,-120,-79,-95,-120,-94,-120,2
-120,-120,-120,-66,-75,-87,-120,-120,-120,-120,-120,2
-120,-120,-120,-120,-120,-120,-120,-120,-96,-120,-120,2
-89,-120,-91,-120,-120,-120,-120,-120,-120,-120,-120,2
-120,-93,-120,-89,-75,-83,-82,-90,-120,-88,-120,2
-120,-120,-120,-88,-120,-120,-120,-120,-120,-120,-120,2
-84,-87,-76,-120,-68,-120,-91,-120,-120,-120,-120,2
-120,-120,-120,-120,-120,-95,-120,-92,-120,-120,-120,2
-120,-120,-120,-120,-120,-120,-120,-120,-120,-97,-120,2
-120,-120,-120,-120,-120,-120,-82,-120,-120,-120,-120,2
-95,-120,-93,-120,-68,-77,-120,-95,-120,-90,-120,2
-120,-93,-120,-72,-120,-120,-120,-120,-120,-120,-120,2
-88,-120,-88,-71,-65,-120,-88,-120,-120,-120,-120,2
-120,-84,-120,-120,-120,-87,-120,-120,-120,-91,-120,2
-120,-89,-82,-70,-65,-88,-88,-92,-120,-96,-120,2
-86,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,2
-99,-93,-78,-61,-73,-120,-89,-120,-120,-120,-120,2
-120,-120,-120,-120,-120,-90,-120,-120,-120,-120,-120,2
-120,-120,-120,-120,-120,-120,-120,-96,-120,-120,-120,2
-120,-120,-120,-120,-120,-120,-120,-120,-120,-96,-120,2
-87,-90,-87,-68,-81,-87,-85,-94,-120,-98,-120,2
-91,-120,-82,-65,-71,-120,-120,-95,-120,-91,-120,2
-120,-90,-120,-120,-120,-84,-91,-120,-120,-120,-120,2
-120,-120,-83,-67,-120,-87,-88,-120,-120,-120,-120,2
-82,-91,-120,-120,-71,-120,-120,-120,-120,-120,-120,2
-120,-120,-120,-120,-120,-120,-120,-98,-120,-120,-120,2
-120,-120,-120,-120,-120,-120,-120,-120,-120,-97,-120,2
-79,-120,-82,-120,-120,-120,-120,-120,-120,-120,-120,2
-120,-94,-120,-65,-83,-86,-85,-120,-120,-120,-120,2
-77,-95,-79,-65,-81,-120,-90,-95,-120,-120,-120,2
-120,-120,-120,-120,-120,-84,-120,-120,-120,-120,-120,2
-120,-120,-120,-120,-120,-120,-120,-120,-120,-98,-120,2
-83,-91,-86,-65,-74,-97,-84,-92,-120,-95,-120,2
-83,-94,-84,-68,-72,-83,-85,-120,-120,-96,-120,2
-120,-120,-120,-120,-120,-120,-120,-90,-120,-120,-120,2
-87,-120,-77,-64,-73,-120,-85,-120,-120,-120,-120,2
-120,-90,-120,-120,-120,-87,-120,-92,-120,-120,-120,2
-120,-120,-120,-120,-120,-120,-120,-120,-97,-120,-120,2
-82,-120,-83,-66,-120,-90,-120,-120,-120,-120,-120,2
-120,-93,-120,-120,-78,-120,-87,-120,-120,-120,-120,2
-120,-120,-120,-120,-120,-120,-120,-120,-120,-88,-120,2
-120,-120,-120,-120,-120,-120,-120,-89,-98,-120,-120,2
-120,-120,-120,-120,-120,-120,-81,-84,-120,-120,-120,2
-93,-120,-87,-80,-76,-81,-120,-120,-120,-93,-120,2
-120,-120,-120,-120,-120,-120,-120,-120,-92,-120,-120,2
-120,-120,-95,-81,-73,-76,-77,-120,-120,-88,-120,2
-120,-120,-120,-120,-120,-120,-120,-89,-120,-120,-120,2
-87,-97,-120,-120,-120,-120,-120,-120,-120,-120,-120,2
-94,-120,-120,-81,-68,-70,-78,-120,-120,-120,-120,2
-120,-94,-95,-120,-120,-120,-120,-83,-100,-120,-120,2
-120,-120,-120,-120,-120,-120,-120,-120,-120,-87,-120,2
-120,-120,-120,-120,-120,-120,-120,-120,-120,-78,-120,2
-86,-120,-99,-86,-75,-66,-87,-120,-120,-120,-120,2
-120,-120,-120,-120,-120,-120,-120,-87,-120,-120,-120,2
-120,-120,-120,-120,-120,-67,-120,-120,-120,-120,-120,2
-120,-120,-95,-92,-78,-120,-120,-120,-120,-84,-120,2
-120,-120,-120,-120,-120,-120,-82,-120,-120,-120,-120,2
-90,-120,-120,-120,-120,-120,-120,-93,-120,-120,-120,2
-97,-120,-99,-96,-84,-71,-81,-89,-96,-85,-120,2
-96,-120,-120,-83,-76,-75,-78,-95,-120,-85,-120,2
-120,-120,-95,-120,-120,-120,-120,-120,-120,-120,-120,2
-97,-120,-120,-86,-79,-71,-87,-96,-120,-120,-120,2
-120,-120,-120,-120,-120,-120,-120,-120,-120,-88,-120,2
-120,-120,-93,-120,-120,-120,-120,-120,-120,-120,-120,2
-95,-120,-96,-84,-75,-76,-88,-120,-120,-120,-120,2
-120,-120,-120,-120,-120,-120,-120,-120,-120,-95,-120,2
-120,-120,-120,-120,-120,-120,-120,-95,-120,-120,-120,2
-120,-120,-120,-85,-120,-83,-120,-120,-120,-91,-120,2
-120,-120,-93,-120,-120,-120,-78,-120,-120,-120,-120,2
-97,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,2
-120,-120,-120,-120,-78,-120,-120,-120,-120,-120,-120,2
-89,-120,-95,-82,-77,-120,-120,-120,-120,-120,-120,2
-120,-120,-120,-120,-120,-70,-81,-120,-120,-89,-120,2
-120,-120,-120,-82,-76,-72,-120,-120,-120,-120,-120,2
-88,-120,-120,-120,-120,-120,-77,-95,-120,-94,-120,2
-120,-120,-93,-120,-120,-120,-120,-120,-120,-120,-120,2
-120,-120,-120,-120,-120,-120,-120,-120,-120,-84,-120,2
-120,-120,-96,-81,-73,-77,-120,-95,-120,-120,-120,2
-88,-120,-120,-120,-120,-120,-84,-120,-120,-120,-120,2
-120,-120,-120,-89,-120,-120,-120,-120,-120,-120,-120,2
-97,-120,-120,-120,-78,-75,-79,-120,-120,-84,-120,2
-120,-120,-95,-120,-120,-120,-120,-91,-120,-120,-120,2
-88,-120,-120,-87,-86,-73,-84,-120,-120,-88,-120,2
-120,-120,-120,-120,-120,-120,-120,-92,-120,-120,-120,2
-120,-120,-120,-86,-77,-74,-89,-120,-120,-91,-120,2
-88,-120,-120,-120,-120,-120,-120,-91,-120,-120,-120,2
-120,-120,-95,-120,-120,-120,-120,-120,-120,-120,-120,2
-92,-120,-94,-120,-85,-77,-84,-120,-120,-88,-120,2
-120,-120,-120,-80,-120,-120,-120,-120,-120,-120,-120,2
-120,-120,-120,-120,-120,-120,-120,-93,-120,-120,-120,2
-120,-120,-120,-82,-85,-74,-85,-120,-120,-86,-120,2
-94,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,2
-120,-120,-97,-120,-120,-120,-120,-120,-120,-120,-120,2
-92,-120,-120,-120,-120,-80,-120,-120,-120,-82,-120,2
-120,-120,-120,-88,-84,-120,-79,-120,-120,-120,-120,2
-120,-120,-120,-120,-120,-120,-120,-96,-120,-120,-120,2
-95,-120,-120,-88,-86,-120,-120,-120,-120,-82,-120,2
-120,-120,-95,-120,-120,-74,-95,-95,-120,-120,-120,2
-120,-120,-120,-89,-87,-120,-120,-120,-120,-81,-120,2
-120,-120,-120,-120,-120,-73,-80,-120,-120,-120,-120,2
-95,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,2
-120,-120,-97,-120,-120,-120,-120,-120,-120,-120,-120,2
-96,-120,-120,-120,-120,-120,-87,-120,-120,-120,-120,2
-120,-120,-120,-120,-89,-75,-120,-120,-120,-83,-120,2
-120,-120,-120,-83,-120,-120,-120,-93,-120,-120,-120,2
-120,-120,-91,-120,-120,-120,-120,-120,-120,-120,-120,2
-120,-120,-120,-120,-76,-120,-120,-120,-120,-120,-120,2
-86,-120,-120,-86,-120,-71,-91,-120,-120,-81,-120,2
-120,-120,-120,-120,-120,-120,-120,-94,-120,-120,-120,2
-120,-120,-94,-120,-120,-120,-120,-120,-120,-120,-120,2
-120,-120,-89,-120,-120,-120,-120,-94,-120,-120,-120,2
-120,-120,-120,-120,-82,-65,-81,-120,-120,-83,-120,2
-120,-120,-120,-94,-120,-120,-120,-120,-120,-120,-120,2
-120,-120,-120,-87,-80,-70,-120,-87,-120,-75,-120,2
-120,-120,-120,-120,-120,-120,-74,-120,-120,-120,-120,2
-97,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,2
-120,-120,-91,-120,-120,-120,-120,-120,-120,-120,-120,2
-120,-120,-120,-120,-91,-70,-90,-85,-120,-120,-120,2
-91,-120,-120,-88,-120,-120,-120,-120,-120,-86,-120,2
-96,-120,-120,-86,-88,-120,-120,-120,-120,-85,-120,2
-120,-120,-120,-120,-120,-72,-76,-120,-120,-120,-120,2
-120,-120,-99,-120,-120,-120,-120,-96,-120,-120,-120,2
-120,-120,-120,-120,-120,-74,-83,-120,-120,-91,-120,2
-120,-120,-120,-82,-82,-120,-120,-89,-120,-120,-120,2
-120,-120,-120,-81,-82,-120,-120,-120,-120,-120,-120,2
-120,-120,-120,-120,-120,-81,-84,-91,-120,-91,-120,2
-93,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,2
-120,-120,-120,-120,-120,-120,-120,-120,-120,-87,-120,2
-120,-120,-120,-80,-82,-76,-82,-120,-120,-120,-120,2
-94,-120,-120,-120,-120,-120,-120,-90,-120,-120,-120,2
-120,-120,-98,-120,-120,-120,-120,-120,-120,-120,-120,2
-120,-120,-120,-120,-120,-76,-82,-120,-120,-120,-120,2
-120,-120,-120,-120,-80,-120,-120,-120,-120,-92,-120,2
-120,-120,-120,-87,-120,-120,-120,-87,-120,-120,-120,2
-96,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,2
-120,-120,-95,-120,-120,-120,-120,-120,-120,-120,-120,2
-94,-120,-95,-80,-83,-88,-87,-120,-120,-89,-120,2
-120,-120,-120,-120,-120,-120,-120,-91,-120,-120,-120,2
-95,-120,-95,-89,-77,-92,-95,-90,-120,-120,-120,2
-120,-120,-120,-120,-120,-120,-120,-120,-120,-88,-120,2
-120,-120,-120,-81,-79,-77,-92,-90,-120,-86,-120,2
-97,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,2
-120,-120,-96,-120,-120,-120,-120,-120,-120,-120,-120,2
-120,-120,-89,-82,-77,-89,-81,-120,-120,-77,-120,2
-92,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,2
-120,-120,-120,-120,-120,-120,-120,-94,-120,-120,-120,2
-97,-120,-120,-77,-83,-120,-120,-120,-120,-83,-120,2
-120,-120,-120,-120,-120,-78,-90,-93,-120,-120,-120,2
-120,-120,-120,-120,-76,-70,-89,-91,-120,-120,-120,2
-120,-120,-120,-86,-120,-120,-120,-120,-120,-78,-120,2
-120,-120,-120,-120,-120,-120,-120,-120,-95,-120,-120,2
-90,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,2
-120,-120,-93,-120,-120,-120,-120,-120,-120,-120,-120,2
-96,-120,-120,-120,-85,-120,-120,-120,-120,-93,-120,2
-120,-120,-91,-88,-120,-71,-86,-99,-98,-120,-120,2
-92,-120,-120,-92,-86,-67,-75,-120,-120,-120,-120,2
-120,-120,-91,-120,-120,-120,-120,-91,-120,-76,-120,2
-120,-120,-120,-120,-120,-120,-120,-120,-100,-120,-120,2
-94,-120,-120,-91,-78,-67,-75,-120,-97,-79,-120,2
-120,-120,-120,-120,-120,-120,-120,-92,-120,-120,-120,2
-120,-120,-93,-120,-120,-120,-120,-120,-120,-120,-120,2
-103,-120,-120,-120,-90,-68,-86,-83,-120,-76,-120,2
-120,-120,-120,-91,-120,-120,-120,-120,-120,-120,-120,2
-120,-120,-120,-90,-120,-68,-77,-91,-120,-86,-120,2
-120,-120,-120,-120,-77,-120,-120,-120,-120,-120,-120,2
-120,-120,-120,-87,-79,-65,-81,-84,-97,-81,-120,2
-120,-120,-95,-120,-120,-120,-120,-120,-120,-120,-120,2
-120,-120,-120,-87,-84,-76,-81,-120,-120,-69,-120,2
-91,-120,-91,-120,-120,-120,-120,-77,-96,-120,-120,2
-95,-120,-94,-120,-85,-120,-120,-83,-100,-74,-120,2
-120,-120,-120,-86,-120,-73,-79,-120,-120,-120,-120,2
-120,-120,-120,-87,-84,-71,-83,-92,-120,-120,-120,2
-120,-120,-98,-120,-120,-120,-120,-120,-120,-85,-120,2
-120,-120,-120,-120,-120,-120,-120,-120,-95,-120,-120,2
-94,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,2
-120,-120,-120,-120,-120,-120,-120,-120,-120,-90,-120,2
-120,-120,-120,-91,-86,-68,-120,-120,-120,-120,-120,2
-120,-120,-120,-120,-120,-120,-78,-93,-95,-120,-120,2
-103,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,2
-120,-120,-120,-84,-120,-76,-80,-120,-120,-120,-120,2
-120,-120,-98,-120,-89,-120,-120,-89,-120,-96,-120,2
-95,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,2
-120,-120,-120,-120,-120,-65,-76,-120,-120,-120,-120,2
-120,-120,-120,-88,-79,-120,-120,-120,-120,-79,-120,2
-120,-120,-96,-120,-120,-120,-120,-91,-120,-120,-120,2
-120,-120,-120,-120,-120,-120,-120,-120,-93,-120,-120,2
-99,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,2
-96,-120,-120,-120,-88,-63,-80,-82,-120,-75,-120,2
-120,-120,-120,-84,-120,-120,-120,-120,-97,-120,-120,2
-120,-120,-96,-120,-120,-120,-120,-120,-120,-120,-120,2
-120,-120,-120,-84,-77,-67,-77,-92,-120,-77,-120,2
-88,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,2
-120,-120,-86,-120,-120,-120,-120,-120,-120,-120,-120,2
-120,-120,-120,-120,-120,-120,-120,-120,-96,-120,-120,2
-120,-120,-98,-92,-84,-62,-73,-87,-95,-75,-120,2
-96,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,2
-95,-120,-120,-85,-84,-120,-68,-94,-120,-93,-120,2
-120,-120,-96,-120,-120,-69,-120,-120,-120,-120,-120,2
