ap1,ap2,ap3,ap4,ap5,ap6,ap7,ap8,ap9,ap10,ap11,label
-91,-120,-120,-120,-78,-87,-82,-94,-120,-120,-120,2
-120,-120,-120,-77,-120,-120,-120,-120,-120,-91,-120,2
-120,-120,-120,-81,-120,-120,-79,-120,-120,-96,-120,2
-120,-120,-120,-120,-71,-120,-120,-89,-120,-120,-120,2
-120,-120,-120,-120,-120,-86,-120,-120,-120,-120,-120,2
-92,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,2
-120,-120,-120,-82,-84,-90,-83,-120,-120,-120,-120,2
-120,-120,-95,-120,-120,-120,-120,-88,-120,-87,-120,2
-95,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,2
-120,-120,-120,-87,-84,-87,-82,-94,-120,-120,-120,2
-120,-120,-94,-120,-120,-120,-120,-120,-120,-84,-120,2
-120,-120,-120,-81,-120,-120,-78,-85,-120,-83,-120,2
-120,-120,-120,-120,-78,-120,-120,-120,-120,-120,-120,2
-120,-120,-120,-120,-120,-84,-120,-120,-120,-120,-120,2
-120,-120,-120,-120,-120,-120,-120,-120,-120,-92,-120,2
-120,-120,-120,-86,-74,-120,-83,-89,-120,-120,-120,2
-120,-120,-95,-120,-120,-91,-120,-120,-120,-120,-120,2
-120,-120,-120,-120,-78,-120,-120,-120,-120,-120,-120,2
-120,-120,-94,-79,-120,-86,-80,-88,-120,-88,-120,2
-120,-120,-120,-120,-120,-120,-120,-84,-120,-84,-120,2
-120,-120,-120,-84,-85,-77,-120,-120,-120,-120,-120,2
-93,-120,-120,-120,-120,-120,-80,-120,-120,-120,-120,2
-93,-120,-120,-88,-120,-84,-79,-91,-120,-120,-120,2
-120,-120,-120,-120,-76,-120,-120,-120,-120,-120,-120,2
-120,-120,-120,-120,-79,-89,-120,-89,-120,-120,-120,2
-120,-120,-120,-81,-120,-120,-120,-120,-120,-88,-120,2
-120,-120,-120,-120,-120,-120,-79,-120,-120,-120,-120,2
-120,-120,-120,-120,-76,-79,-78,-89,-120,-120,-120,2
-91,-120,-120,-120,-120,-120,-120,-120,-120,-86,-120,2
-120,-120,-120,-81,-120,-120,-120,-120,-120,-120,-120,2
-120,-120,-120,-120,-120,-120,-120,-88,-120,-84,-120,2
-120,-120,-120,-79,-120,-90,-120,-120,-120,-120,-120,2
-120,-120,-120,-120,-83,-120,-84,-120,-120,-120,-120,2
-120,-120,-120,-120,-67,-120,-120,-120,-120,-120,-120,2
-120,-120,-120,-120,-120,-92,-81,-96,-120,-120,-120,2
-120,-120,-120,-80,-120,-120,-120,-120,-120,-120,-120,2
-120,-120,-91,-120,-120,-120,-120,-120,-120,-86,-120,2
-89,-90,-120,-120,-120,-120,-120,-120,-120,-120,-120,2
-83,-120,-90,-76,-68,-83,-120,-120,-120,-120,-120,2
-120,-120,-120,-120,-120,-120,-86,-92,-120,-120,-120,2
-120,-120,-120,-120,-120,-120,-120,-120,-120,-81,-120,2
-92,-120,-120,-83,-85,-89,-120,-120,-120,-120,-120,2
-120,-120,-88,-120,-120,-120,-77,-84,-120,-120,-120,2
-120,-88,-120,-120,-120,-120,-120,-120,-120,-120,-120,2
-79,-120,-84,-67,-70,-89,-120,-120,-120,-120,-120,2
-120,-120,-120,-120,-120,-120,-90,-120,-120,-120,-120,2
-120,-120,-120,-120,-120,-120,-120,-89,-120,-93,-120,2
-120,-87,-120,-120,-78,-120,-120,-120,-120,-120,-120,2
-120,-120,-120,-72,-120,-83,-120,-87,-120,-120,-120,2
-120,-120,-81,-120,-120,-120,-120,-120,-120,-120,-120,2
-120,-120,-120,-120,-120,-120,-88,-120,-120,-120,-120,2
-89,-120,-90,-72,-120,-120,-78,-120,-120,-120,-120,2
-120,-120,-120,-120,-73,-120,-120,-120,-120,-120,-120,2
-120,-120,-120,-120,-120,-82,-120,-120,-120,-96,-120,2
-120,-120,-120,-120,-120,-120,-120,-93,-120,-120,-120,2
-120,-120,-94,-120,-66,-120,-120,-87,-120,-120,-120,2
-85,-120,-120,-80,-120,-87,-81,-120,-120,-120,-120,2
-120,-92,-120,-120,-120,-120,-120,-120,-120,-120,-120,2
-120,-120,-120,-120,-120,-120,-120,-120,-120,-98,-120,2
-120,-120,-89,-74,-120,-120,-120,-120,-120,-120,-120,2
-84,-120,-120,-120,-67,-80,-79,-120,-120,-120,-120,2
-120,-120,-120,-120,-120,-120,-120,-120,-120,-90,-120,2
-120,-120,-120,-120,-74,-120,-80,-120,-120,-93,-120,2
-86,-120,-87,-79,-120,-84,-120,-120,-120,-120,-120,2
-120,-92,-120,-120,-120,-120,-120,-120,-120,-120,-120,2
-120,-120,-120,-120,-64,-120,-120,-120,-120,-120,-120,2
-87,-92,-120,-80,-120,-120,-80,-120,-120,-120,-120,2
-120,-120,-120,-120,-120,-120,-120,-120,-120,-97,-120,2
-120,-120,-120,-120,-120,-91,-120,-120,-120,-120,-120,2
-120,-94,-120,-73,-77,-80,-84,-120,-120,-120,-120,2
-120,-120,-120,-120,-120,-120,-120,-88,-120,-120,-120,2
-90,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,2
-120,-120,-120,-120,-120,-120,-120,-120,-120,-98,-120,2
-120,-120,-120,-73,-73,-120,-81,-120,-120,-120,-120,2
-120,-91,-120,-120,-120,-78,-120,-120,-120,-120,-120,2
-86,-120,-90,-120,-120,-120,-120,-89,-120,-120,-120,2
-87,-120,-120,-83,-72,-120,-85,-87,-120,-89,-120,2
-120,-120,-92,-120,-120,-80,-120,-120,-120,-120,-120,2
-120,-94,-120,-120,-120,-120,-120,-120,-120,-120,-120,2
-120,-120,-120,-77,-68,-120,-78,-120,-120,-120,-120,2
-88,-91,-120,-120,-120,-90,-120,-120,-120,-120,-120,2
-120,-120,-90,-120,-120,-120,-120,-92,-120,-120,-120,2
-120,-120,-120,-120,-120,-120,-120,-120,-120,-90,-120,2
-120,-120,-120,-120,-120,-89,-120,-120,-120,-120,-120,2
-88,-120,-86,-74,-70,-120,-92,-120,-120,-120,-120,2
-120,-91,-120,-120,-120,-120,-120,-120,-120,-120,-120,2
-120,-120,-120,-120,-71,-120,-120,-120,-120,-120,-120,2
-81,-120,-120,-77,-120,-120,-120,-120,-120,-94,-120,2
-120,-98,-120,-120,-120,-90,-120,-120,-120,-120,-120,2
-120,-120,-120,-120,-120,-120,-86,-120,-120,-120,-120,2
-120,-120,-120,-120,-120,-120,-120,-89,-120,-120,-120,2
-120,-120,-120,-120,-80,-74,-93,-120,-120,-86,-120,2
-120,-120,-120,-95,-120,-120,-120,-120,-120,-120,-120,2
-120,-120,-94,-120,-120,-120,-120,-120,-120,-120,-120,2
-120,-120,-120,-120,-120,-120,-120,-120,-91,-120,-120,2
-120,-120,-120,-85,-77,-71,-120,-88,-93,-87,-120,2
-93,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,2
-120,-120,-120,-120,-120,-120,-87,-120,-120,-120,-120,2
-94,-120,-120,-120,-75,-90,-81,-120,-120,-120,-120,2
-120,-120,-96,-89,-120,-120,-120,-120,-91,-91,-120,2
-120,-120,-120,-120,-120,-120,-120,-101,-120,-120,-120,2
-120,-120,-120,-93,-82,-76,-78,-88,-120,-120,-120,2
-98,-120,-120,-120,-120,-120,-120,-120,-120,-85,-120,2
-120,-120,-120,-120,-120,-120,-120,-120,-96,-120,-120,2
-120,-120,-120,-120,-120,-120,-75,-120,-120,-86,-120,2
-120,-120,-120,-88,-92,-74,-120,-120,-120,-120,-120,2
-120,-120,-120,-120,-120,-120,-120,-120,-97,-120,-120,2
-120,-120,-120,-120,-120,-120,-120,-88,-120,-120,-120,2
-120,-120,-120,-120,-78,-71,-74,-120,-120,-120,-120,2
-120,-120,-120,-85,-120,-120,-120,-91,-120,-120,-120,2
-120,-120,-96,-120,-120,-120,-120,-120,-120,-120,-120,2
-120,-120,-120,-120,-120,-120,-120,-120,-120,-88,-120,2
-120,-120,-120,-120,-120,-120,-120,-120,-100,-120,-120,2
-120,-120,-120,-79,-85,-64,-75,-120,-120,-120,-120,2
-120,-120,-120,-120,-120,-120,-120,-120,-120,-86,-120,2
-120,-120,-120,-120,-120,-120,-120,-93,-120,-120,-120,2
-120,-120,-94,-84,-120,-78,-75,-120,-120,-120,-120,2
-120,-120,-120,-120,-94,-120,-120,-120,-120,-120,-120,2
-120,-120,-120,-120,-120,-120,-120,-120,-120,-85,-120,2
-120,-120,-120,-120,-82,-120,-120,-120,-120,-120,-120,2
-120,-120,-120,-79,-120,-120,-120,-94,-120,-85,-120,2
-120,-120,-91,-120,-120,-80,-74,-120,-120,-120,-120,2
-97,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,2
-120,-120,-120,-83,-120,-68,-74,-120,-120,-120,-120,2
-120,-120,-120,-120,-79,-120,-120,-120,-120,-120,-120,2
-120,-120,-99,-120,-120,-120,-120,-120,-120,-84,-120,2
-95,-120,-120,-120,-120,-120,-120,-120,-95,-120,-120,2
-120,-120,-120,-84,-84,-67,-120,-120,-120,-85,-120,2
-120,-120,-120,-120,-120,-120,-82,-120,-120,-120,-120,2
-120,-120,-120,-120,-120,-120,-120,-92,-120,-120,-120,2
-120,-120,-120,-83,-84,-71,-73,-120,-120,-120,-120,2
-91,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,2
-120,-120,-120,-120,-120,-120,-120,-120,-120,-87,-120,2
-120,-120,-120,-120,-81,-66,-87,-120,-120,-120,-120,2
-120,-120,-120,-80,-120,-120,-120,-120,-120,-120,-120,2
-120,-120,-120,-120,-120,-120,-120,-120,-102,-82,-120,2
-120,-120,-120,-120,-120,-120,-120,-99,-120,-120,-120,2
-120,-120,-120,-120,-120,-70,-120,-120,-120,-85,-120,2
-120,-120,-120,-120,-84,-120,-77,-120,-120,-120,-120,2
-120,-120,-120,-90,-120,-120,-120,-120,-120,-120,-120,2
-93,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,2
-120,-120,-120,-120,-120,-120,-120,-87,-120,-120,-120,2
-120,-120,-120,-91,-90,-75,-120,-94,-120,-120,-120,2
-120,-120,-120,-120,-120,-120,-85,-120,-120,-88,-120,2
-120,-120,-120,-120,-120,-78,-85,-120,-120,-120,-120,2
-120,-120,-120,-83,-85,-120,-120,-120,-120,-120,-120,2
-120,-120,-120,-120,-120,-120,-120,-120,-120,-88,-120,2
-120,-120,-120,-83,-120,-71,-74,-94,-120,-120,-120,2
-120,-120,-120,-120,-78,-120,-120,-120,-120,-120,-120,2
-120,-120,-120,-120,-78,-69,-74,-120,-120,-89,-120,2
-120,-120,-120,-120,-120,-120,-120,-120,-95,-120,-120,2
-120,-120,-120,-83,-120,-120,-120,-120,-120,-120,-120,2
-95,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,2
-120,-120,-120,-120,-77,-120,-73,-120,-120,-120,-120,2
-120,-120,-120,-92,-120,-72,-120,-120,-120,-90,-120,2
-120,-120,-94,-120,-120,-120,-120,-120,-95,-120,-120,2
-94,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,2
-90,-120,-120,-86,-120,-75,-120,-120,-120,-120,-120,2
-120,-120,-120,-120,-76,-120,-74,-120,-120,-89,-120,2
-120,-120,-120,-120,-120,-120,-120,-87,-92,-120,-120,2
-120,-120,-120,-86,-79,-72,-120,-120,-120,-85,-120,2
-120,-120,-97,-120,-120,-120,-76,-120,-120,-120,-120,2
-120,-120,-120,-120,-120,-120,-120,-90,-96,-120,-120,2
-91,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,2
-120,-120,-120,-93,-76,-76,-74,-87,-120,-83,-120,2
-120,-120,-94,-120,-120,-120,-120,-120,-120,-120,-120,2
-120,-120,-120,-120,-120,-120,-120,-120,-120,-81,-120,2
-120,-120,-120,-86,-94,-78,-79,-120,-120,-120,-120,2
-120,-120,-96,-120,-120,-120,-120,-120,-93,-120,-120,2
-93,-120,-120,-86,-78,-78,-76,-120,-92,-81,-120,2
-120,-120,-96,-120,-120,-120,-120,-88,-120,-120,-120,2
-120,-120,-120,-120,-120,-71,-120,-89,-94,-81,-120,2
-120,-120,-120,-83,-120,-120,-80,-120,-120,-120,-120,2
-120,-120,-120,-120,-79,-120,-120,-120,-120,-120,-120,2
-120,-120,-120,-120,-71,-120,-90,-120,-120,-86,-120,2
-90,-120,-120,-120,-120,-71,-120,-120,-94,-120,-120,2
-120,-120,-120,-85,-120,-120,-120,-91,-120,-120,-120,2
-120,-120,-120,-120,-120,-78,-82,-120,-120,-88,-120,2
-120,-120,-120,-120,-89,-120,-120,-120,-120,-120,-120,2
-120,-120,-120,-85,-120,-120,-120,-120,-120,-120,-120,2
-90,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,2
-120,-120,-120,-120,-120,-120,-120,-80,-120,-120,-120,2
-120,-120,-120,-120,-120,-72,-120,-120,-120,-87,-120,2
-120,-120,-120,-93,-120,-120,-76,-120,-120,-120,-120,2
-120,-120,-120,-120,-120,-120,-120,-87,-120,-120,-120,2
-86,-120,-120,-120,-75,-120,-120,-120,-120,-120,-120,2
-120,-120,-97,-120,-120,-120,-120,-120,-120,-120,-120,2
-120,-120,-120,-80,-120,-75,-120,-120,-95,-94,-120,2
-120,-120,-120,-120,-120,-120,-120,-96,-120,-120,-120,2
-120,-120,-95,-120,-82,-120,-84,-120,-120,-120,-120,2
-120,-120,-120,-120,-88,-74,-75,-120,-91,-89,-120,2
-120,-120,-120,-83,-120,-120,-120,-120,-120,-120,-120,2
-91,-120,-120,-120,-120,-120,-120,-91,-120,-120,-120,2
-120,-120,-120,-92,-120,-68,-76,-120,-91,-120,-120,2
-94,-120,-120,-120,-89,-120,-120,-120,-120,-120,-120,2
-120,-120,-120,-120,-120,-120,-120,-120,-120,-90,-120,2
-120,-120,-120,-120,-92,-69,-76,-120,-93,-88,-120,2
-96,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,2
-120,-120,-120,-82,-120,-120,-120,-93,-120,-120,-120,2
-120,-120,-120,-120,-120,-74,-120,-120,-120,-87,-120,2
-96,-120,-120,-120,-87,-120,-77,-120,-120,-120,-120,2
-120,-120,-120,-82,-120,-120,-120,-120,-120,-120,-120,2
-120,-120,-120,-120,-120,-120,-120,-120,-92,-120,-120,2
-120,-120,-120,-120,-87,-68,-120,-120,-120,-120,-120,2
-120,-120,-120,-91,-120,-120,-75,-96,-92,-90,-120,2
-97,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,2
-98,-120,-120,-120,-120,-70,-85,-120,-96,-120,-120,2
-120,-120,-120,-91,-92,-120,-120,-120,-120,-91,-120,2
-120,-120,-97,-120,-120,-120,-120,-94,-120,-120,-120,2
-120,-120,-120,-120,-120,-86,-120,-96,-120,-120,-120,2
-120,-120,-97,-120,-81,-120,-77,-120,-95,-89,-120,2
-120,-120,-120,-84,-120,-120,-120,-120,-120,-120,-120,2
-97,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,2
-120,-120,-120,-120,-77,-120,-120,-120,-120,-120,-120,2
-120,-120,-120,-120,-120,-72,-79,-120,-98,-120,-120,2
-120,-120,-95,-86,-120,-120,-120,-92,-120,-82,-120,2
-96,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,2
-120,-120,-120,-120,-86,-78,-120,-120,-120,-83,-120,2
-120,-120,-120,-90,-120,-120,-120,-120,-120,-120,-120,2
-120,-120,-120,-120,-120,-120,-92,-91,-120,-120,-120,2
-97,-120,-94,-120,-120,-120,-120,-120,-120,-120,-120,2
-120,-120,-120,-86,-120,-78,-73,-120,-120,-88,-120,2
-120,-97,-120,-120,-86,-120,-120,-87,-120,-120,-120,2
-88,-120,-87,-87,-84,-82,-76,-85,-120,-120,-120,2
-120,-120,-120,-120,-120,-120,-120,-120,-120,-83,-120,2
-120,-120,-120,-120,-120,-120,-120,-120,-94,-120,-120,2
-120,-120,-120,-85,-120,-77,-120,-120,-120,-120,-120,2
-120,-120,-92,-120,-77,-120,-83,-120,-120,-120,-120,2
-120,-120,-120,-120,-120,-120,-120,-120,-120,-86,-120,2
-120,-120,-120,-83,-120,-77,-120,-120,-120,-79,-120,2
-120,-120,-120,-120,-80,-120,-85,-120,-120,-120,-120,2
-89,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,2
-120,-120,-120,-81,-91,-89,-120,-120,-120,-90,-120,2
-120,-120,-120,-120,-120,-120,-120,-99,-120,-120,-120,2
-120,-120,-92,-120,-120,-120,-91,-120,-120,-120,-120,2
-88,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,2
-120,-120,-120,-82,-76,-70,-84,-120,-120,-85,-120,2
-95,-120,-120,-120,-120,-120,-120,-91,-120,-120,-120,2
-120,-120,-93,-120,-120,-120,-120,-120,-120,-120,-120,2
-90,-120,-85,-120,-72,-78,-90,-120,-120,-120,-120,2
-120,-120,-120,-86,-120,-120,-120,-120,-120,-120,-120,2
-120,-120,-120,-120,-120,-120,-120,-120,-120,-92,-120,2
-120,-120,-120,-120,-120,-120,-120,-86,-120,-120,-120,2
-91,-120,-120,-120,-120,-70,-120,-92,-120,-79,-120,2
-120,-120,-120,-88,-79,-120,-120,-120,-120,-120,-120,2
-120,-120,-120,-120,-120,-120,-84,-120,-120,-120,-120,2
-120,-120,-120,-82,-120,-120,-88,-120,-120,-120,-120,2
-120,-120,-120,-120,-88,-76,-120,-120,-120,-84,-120,2
-120,-120,-120,-120,-120,-120,-120,-96,-120,-120,-120,2
-89,-120,-96,-120,-120,-120,-120,-120,-120,-120,-120,2
-120,-120,-90,-120,-120,-80,-120,-120,-95,-88,-120,2
-89,-120,-120,-80,-70,-120,-120,-120,-120,-120,-120,2
-120,-120,-120,-120,-120,-120,-87,-120,-120,-120,-120,2
-120,-120,-120,-87,-80,-78,-120,-120,-120,-120,-120,2
-120,-120,-90,-120,-120,-120,-120,-120,-93,-86,-120,2
-120,-120,-120,-120,-120,-120,-86,-84,-120,-120,-120,2
-91,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,2
-120,-120,-120,-120,-120,-120,-79,-120,-120,-120,-120,2
-120,-120,-120,-86,-78,-69,-120,-120,-120,-120,-120,2
-87,-120,-97,-120,-120,-120,-120,-120,-97,-88,-120,2
-120,-120,-120,-120,-120,-120,-120,-94,-120,-120,-120,2
-120,-120,-120,-120,-120,-74,-120,-120,-120,-81,-120,2
-120,-120,-120,-120,-80,-120,-79,-120,-120,-120,-120,2
-120,-120,-120,-88,-120,-120,-120,-120,-120,-120,-120,2
-120,-120,-120,-120,-120,-120,-120,-92,-120,-120,-120,2
-120,-120,-120,-120,-120,-120,-120,-120,-92,-120,-120,2
-120,-120,-94,-120,-120,-120,-120,-120,-120,-120,-120,2
-120,-120,-120,-120,-120,-120,-81,-120,-120,-120,-120,2
-120,-120,-120,-80,-77,-72,-120,-93,-95,-120,-120,2
-120,-120,-96,-120,-120,-120,-120,-120,-120,-85,-120,2
-93,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,2
-120,-120,-120,-120,-120,-120,-120,-120,-93,-120,-120,2
-120,-120,-120,-120,-86,-120,-69,-120,-120,-91,-120,2
-120,-120,-120,-120,-120,-72,-120,-91,-120,-120,-120,2
-120,-120,-120,-82,-120,-120,-120,-120,-120,-120,-120,2
-96,-120,-93,-120,-120,-120,-120,-120,-120,-120,-120,2
-120,-120,-88,-120,-83,-74,-89,-120,-120,-120,-120,2
-120,-120,-120,-120,-120,-120,-120,-120,-120,-79,-120,2
-120,-120,-120,-85,-120,-120,-120,-88,-97,-120,-120,2
-120,-120,-120,-87,-120,-75,-83,-120,-120,-120,-120,2
-120,-120,-93,-120,-120,-120,-120,-120,-120,-81,-120,2
-120,-99,-120,-120,-78,-120,-120,-120,-120,-120,-120,2
-95,-120,-120,-120,-120,-120,-120,-93,-120,-120,-120,2
-120,-120,-120,-120,-120,-120,-120,-120,-97,-120,-120,2
-120,-120,-120,-120,-77,-74,-81,-120,-120,-87,-120,2
-120,-120,-120,-120,-120,-120,-120,-85,-120,-120,-120,2
-120,-96,-88,-120,-120,-120,-120,-120,-120,-120,-120,2
-120,-120,-120,-76,-120,-120,-120,-120,-120,-120,-120,2
-96,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,2
-120,-120,-120,-88,-75,-71,-69,-120,-120,-74,-120,2
-120,-120,-120,-120,-120,-120,-120,-80,-120,-120,-120,2
-120,-120,-83,-120,-120,-120,-120,-120,-120,-120,-120,2
-92,-120,-120,-120,-120,-120,-120,-120,-92,-120,-120,2
-120,-120,-120,-120,-74,-71,-73,-120,-120,-120,-120,2
-120,-120,-85,-76,-120,-120,-120,-85,-120,-85,-120,2
-120,-120,-120,-120,-120,-120,-120,-120,-93,-120,-120,2
-93,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,2
-120,-120,-120,-120,-120,-120,-120,-90,-120,-120,-120,2
-120,-120,-120,-77,-75,-87,-67,-120,-120,-84,-120,2
-120,-120,-92,-120,-120,-120,-120,-120,-120,-120,-120,2
-120,-120,-94,-77,-82,-79,-120,-120,-94,-87,-120,2
-120,-120,-120,-120,-120,-120,-68,-84,-120,-120,-120,2
-94,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,2
-120,-120,-86,-120,-120,-70,-82,-89,-120,-84,-120,2
-120,-120,-120,-93,-80,-120,-120,-120,-120,-120,-120,2
-120,-120,-120,-89,-75,-73,-76,-120,-120,-120,-120,2
-93,-120,-91,-120,-120,-120,-120,-93,-120,-120,-120,2
-120,-120,-120,-120,-120,-120,-120,-120,-120,-92,-120,2
-120,-120,-120,-120,-120,-73,-75,-120,-120,-120,-120,2
-120,-120,-120,-89,-120,-120,-120,-120,-120,-120,-120,2
-120,-120,-120,-120,-71,-120,-120,-88,-120,-85,-120,2
-120,-120,-87,-120,-120,-120,-120,-120,-120,-120,-120,2
-120,-120,-120,-120,-81,-120,-120,-120,-120,-94,-120,2
-120,-120,-120,-92,-120,-76,-84,-120,-120,-120,-120,2
-90,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,2
-120,-120,-85,-89,-75,-120,-76,-120,-120,-120,-120,2
-120,-120,-120,-120,-120,-69,-120,-120,-120,-120,-120,2
-120,-120,-120,-120,-120,-120,-120,-120,-120,-87,-120,2
-88,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,2
-120,-120,-120,-85,-120,-120,-120,-120,-120,-120,-120,2
-89,-120,-120,-120,-79,-74,-120,-91,-120,-120,-120,2
-120,-120,-88,-120,-120,-120,-82,-120,-120,-120,-120,2
-120,-120,-120,-120,-120,-120,-120,-120,-120,-84,-120,2
-120,-120,-120,-120,-80,-120,-87,-120,-120,-120,-120,2
-120,-120,-120,-120,-120,-76,-120,-120,-120,-84,-120,2
-120,-120,-120,-120,-120,-120,-120,-90,-120,-120,-120,2
-88,-120,-85,-78,-120,-120,-120,-120,-120,-120,-120,2
-120,-120,-120,-120,-120,-120,-120,-90,-120,-120,-120,2
-120,-120,-87,-84,-120,-74,-86,-120,-120,-82,-120,2
-120,-120,-120,-120,-84,-120,-120,-120,-120,-120,-120,2
-120,-120,-120,-120,-120,-120,-120,-120,-94,-120,-120,2
-120,-120,-120,-120,-80,-80,-68,-120,-120,-120,-120,2
-120,-120,-120,-120,-120,-120,-120,-120,-91,-120,-120,2
-120,-120,-120,-89,-120,-120,-120,-87,-120,-120,-120,2
-120,-120,-120,-120,-120,-120,-120,-120,-120,-91,-120,2
-120,-120,-120,-87,-120,-80,-80,-73,-120,-94,-120,2
-120,-120,-120,-120,-120,-120,-120,-120,-92,-120,-120,2
-95,-120,-120,-120,-79,-120,-120,-120,-120,-120,-120,2
-120,-120,-120,-120,-82,-86,-68,-120,-120,-120,-120,2
-120,-120,-120,-77,-120,-120,-120,-120,-120,-120,-120,2
-120,-96,-120,-120,-120,-120,-120,-120,-120,-120,-120,2
-90,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,2
-120,-120,-120,-78,-75,-77,-78,-120,-120,-120,-120,2
-120,-120,-120,-120,-120,-120,-120,-86,-120,-81,-120,2
-95,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,2
-89,-120,-120,-120,-120,-80,-71,-120,-120,-120,-120,2
-120,-120,-120,-86,-120,-120,-120,-90,-120,-92,-120,2
-120,-120,-120,-120,-69,-120,-120,-120,-120,-120,-120,2
-120,-120,-120,-120,-120,-120,-66,-120,-120,-120,-120,2
-120,-120,-120,-80,-94,-77,-120,-120,-120,-88,-120,2
-120,-120,-120,-120,-120,-120,-120,-96,-120,-120,-120,2
-120,-120,-120,-120,-120,-120,-120,-120,-95,-120,-120,2
-95,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,2
-120,-120,-120,-77,-70,-83,-69,-120,-120,-120,-120,2
-120,-120,-120,-120,-120,-120,-120,-120,-120,-91,-120,2
-120,-120,-120,-120,-120,-120,-120,-91,-120,-120,-120,2
-120,-120,-120,-86,-84,-120,-77,-84,-94,-92,-120,2
-120,-120,-120,-120,-120,-82,-120,-120,-120,-120,-120,2
-93,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,2
-120,-120,-120,-120,-72,-84,-75,-86,-120,-120,-120,2
-120,-120,-120,-82,-120,-120,-120,-120,-96,-90,-120,2
-120,-120,-96,-120,-120,-120,-120,-120,-120,-120,-120,2
-99,-120,-93,-76,-72,-120,-70,-120,-120,-120,-120,2
-120,-120,-120,-120,-120,-76,-120,-120,-120,-85,-120,2
-120,-120,-120,-120,-120,-120,-120,-86,-120,-120,-120,2
-95,-120,-120,-120,-76,-120,-120,-120,-120,-120,-120,2
-120,-120,-120,-77,-120,-120,-78,-120,-120,-120,-120,2
-120,-120,-120,-120,-120,-76,-120,-120,-120,-87,-120,2
-120,-120,-120,-120,-120,-120,-120,-96,-120,-120,-120,2
-120,-120,-120,-120,-120,-120,-120,-120,-96,-120,-120,2
-120,-120,-120,-82,-73,-85,-79,-120,-120,-88,-120,2
-120,-120,-120,-120,-120,-120,-120,-86,-120,-120,-120,2
-120,-120,-95,-120,-120,-120,-120,-120,-120,-120,-120,2
-120,-120,-120,-120,-120,-85,-69,-120,-120,-120,-120,2
-97,-120,-120,-120,-72,-120,-120,-120,-120,-83,-120,2
-120,-120,-120,-80,-120,-120,-120,-120,-120,-120,-120,2
-120,-120,-120,-120,-120,-120,-120,-80,-120,-120,-120,2
-120,-120,-120,-120,-81,-120,-120,-90,-120,-86,-120,2
-120,-120,-120,-120,-120,-78,-71,-120,-120,-120,-120,2
-120,-120,-120,-120,-120,-120,-120,-120,-87,-120,-120,2
-120,-120,-120,-79,-120,-120,-120,-120,-120,-120,-120,2
-120,-120,-95,-120,-120,-120,-120,-120,-120,-120,-120,2
-120,-120,-120,-95,-78,-73,-72,-79,-93,-91,-120,2
-97,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,2
-120,-120,-120,-91,-120,-120,-120,-120,-120,-120,-120,2
-120,-120,-86,-120,-120,-120,-88,-87,-120,-90,-120,2
-91,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,2
-120,-120,-120,-120,-77,-120,-120,-120,-120,-120,-120,2
-120,-120,-120,-120,-120,-80,-120,-120,-120,-120,-120,2
-120,-120,-120,-120,-120,-75,-78,-88,-120,-92,-120,2
-120,-120,-120,-120,-73,-120,-120,-120,-120,-120,-120,2
-120,-120,-120,-84,-120,-120,-120,-120,-120,-120,-120,2
-97,-120,-120,-120,-120,-120,-120,-120,-97,-120,-120,2
-120,-120,-120,-84,-82,-77,-75,-120,-120,-89,-120,2
-120,-120,-120,-120,-120,-120,-120,-83,-120,-120,-120,2
-120,-120,-96,-120,-120,-120,-120,-120,-120,-120,-120,2
-87,-120,-120,-87,-120,-120,-72,-120,-120,-120,-120,2
-120,-120,-120,-120,-83,-80,-120,-120,-94,-120,-120,2
