time,BLE01,BLE02,BLE03,BLE04,BLE05,BLE06,BLE07,BLE08,BLE09,BLE10,room
00:21:02,-200,-200,-200,-86,-91,-200,-200,-68,-200,-200,H
00:21:03,-200,-200,-200,-200,-200,-200,-87,-200,-75,-82,H
00:21:04,-200,-200,-96,-200,-200,-200,-200,-200,-200,-200,H
00:21:05,-200,-200,-200,-200,-200,-99,-200,-200,-200,-200,H
00:21:06,-200,-200,-200,-200,-200,-200,-94,-74,-91,-80,H
00:21:07,-200,-200,-200,-94,-200,-200,-200,-200,-200,-200,H
00:21:08,-95,-200,-200,-200,-89,-200,-200,-200,-200,-200,H
00:21:09,-200,-200,-200,-95,-200,-95,-83,-87,-75,-88,H
00:21:10,-200,-200,-200,-200,-96,-200,-200,-200,-200,-200,H
00:21:11,-200,-200,-200,-99,-200,-95,-92,-89,-89,-87,H
00:21:12,-200,-200,-200,-200,-94,-200,-200,-88,-71,-200,H
00:21:13,-200,-200,-200,-200,-200,-200,-95,-200,-200,-200,H
00:21:14,-200,-200,-200,-200,-200,-200,-200,-200,-73,-200,H
00:21:15,-200,-200,-200,-200,-200,-200,-200,-89,-200,-200,I
00:21:16,-200,-200,-200,-200,-200,-200,-200,-91,-86,-200,I
00:21:17,-200,-200,-200,-200,-94,-200,-200,-200,-200,-200,I
00:21:18,-200,-200,-200,-200,-200,-200,-200,-200,-72,-200,I
00:21:19,-200,-200,-200,-200,-200,-200,-98,-90,-200,-200,I
00:21:20,-200,-200,-200,-200,-97,-200,-200,-200,-200,-200,I
00:21:21,-200,-200,-200,-200,-200,-200,-97,-200,-81,-200,I
00:21:22,-200,-200,-200,-200,-200,-200,-200,-92,-200,-200,I
00:21:23,-200,-200,-200,-200,-200,-200,-97,-200,-85,-200,I
00:21:24,-200,-200,-200,-200,-200,-200,-200,-92,-200,-200,I
00:21:25,-200,-200,-200,-200,-200,-200,-200,-200,-73,-200,I
00:21:26,-200,-200,-200,-200,-200,-200,-200,-89,-200,-200,I
00:21:27,-200,-200,-200,-200,-200,-200,-98,-200,-200,-200,I
00:21:28,-200,-200,-200,-200,-98,-200,-200,-200,-200,-200,I
00:21:29,-200,-200,-200,-200,-200,-200,-200,-94,-71,-200,I
00:21:30,-200,-200,-200,-200,-200,-200,-99,-200,-200,-200,I
00:21:31,-200,-200,-200,-200,-200,-200,-96,-200,-86,-200,I
00:21:32,-200,-200,-200,-200,-200,-200,-200,-98,-200,-200,I
00:21:33,-200,-200,-200,-200,-200,-200,-200,-91,-73,-200,I
00:21:34,-200,-200,-200,-200,-94,-200,-200,-200,-200,-200,I
00:21:35,-200,-200,-200,-200,-200,-200,-200,-200,-71,-200,I
00:21:36,-200,-200,-200,-200,-200,-200,-97,-97,-200,-200,I
00:21:37,-200,-200,-200,-200,-200,-200,-200,-86,-200,-200,I
00:21:38,-200,-200,-200,-200,-94,-200,-200,-200,-69,-200,I
00:21:39,-200,-200,-200,-200,-200,-200,-200,-200,-70,-200,I
00:21:40,-200,-200,-200,-200,-94,-200,-97,-200,-200,-200,I
00:21:41,-200,-200,-200,-200,-200,-200,-200,-87,-200,-200,I
00:21:42,-200,-200,-200,-200,-200,-200,-200,-87,-67,-200,I
00:21:43,-200,-200,-200,-200,-200,-200,-94,-200,-200,-97,I
00:21:44,-200,-200,-200,-200,-200,-200,-100,-86,-73,-99,I
00:21:45,-200,-200,-200,-200,-200,-200,-200,-83,-79,-200,I
00:21:47,-200,-200,-200,-200,-200,-200,-93,-200,-200,-200,I
00:21:48,-200,-200,-200,-200,-200,-200,-200,-95,-71,-200,I
00:21:49,-200,-200,-200,-200,-200,-200,-200,-200,-200,-95,I
00:21:50,-200,-200,-200,-200,-200,-200,-200,-85,-200,-200,I
00:21:51,-200,-200,-200,-200,-200,-200,-200,-200,-87,-200,I
00:21:52,-200,-200,-200,-200,-200,-200,-96,-200,-200,-200,I
00:21:53,-200,-200,-200,-200,-200,-200,-200,-200,-200,-92,I
00:21:54,-200,-200,-200,-200,-200,-200,-200,-79,-81,-200,I
00:21:55,-200,-200,-200,-200,-200,-200,-200,-200,-200,-98,I
00:21:56,-200,-200,-200,-200,-200,-200,-200,-82,-77,-200,I
00:21:57,-200,-200,-200,-200,-200,-200,-200,-200,-200,-93,I
00:21:58,-200,-200,-200,-200,-200,-200,-200,-200,-75,-200,I
00:21:59,-200,-200,-200,-200,-200,-200,-95,-89,-200,-93,I
00:22:00,-200,-200,-200,-200,-200,-200,-200,-88,-79,-200,I
00:22:01,-200,-200,-200,-200,-200,-200,-200,-200,-81,-200,I
00:22:02,-200,-200,-200,-200,-200,-200,-94,-90,-200,-92,I
00:22:03,-200,-200,-200,-200,-200,-200,-200,-94,-79,-200,I
00:22:04,-200,-200,-200,-200,-200,-200,-94,-200,-200,-200,I
00:22:05,-200,-200,-200,-200,-200,-200,-200,-200,-66,-200,I
00:22:06,-200,-200,-200,-200,-200,-200,-200,-91,-200,-200,I
00:22:07,-200,-200,-200,-200,-200,-200,-200,-86,-200,-200,I
00:22:08,-200,-200,-200,-200,-200,-200,-200,-200,-74,-200,I
00:22:09,-200,-200,-200,-200,-200,-200,-93,-200,-81,-200,I
00:22:10,-200,-200,-200,-200,-200,-200,-200,-200,-79,-200,I
00:22:11,-200,-200,-200,-200,-200,-200,-200,-200,-88,-200,I
00:22:12,-200,-200,-200,-200,-200,-200,-200,-200,-77,-200,I
00:22:13,-200,-200,-200,-200,-200,-200,-94,-95,-200,-200,I
00:22:14,-200,-200,-200,-200,-200,-200,-200,-200,-76,-200,I
00:22:15,-200,-200,-200,-200,-200,-200,-200,-93,-200,-200,I
00:22:16,-200,-200,-200,-200,-200,-200,-200,-89,-78,-200,I
00:22:17,-200,-200,-200,-200,-200,-200,-200,-200,-76,-200,I
00:22:18,-200,-200,-200,-200,-200,-200,-200,-91,-200,-200,I
00:22:19,-200,-200,-200,-200,-200,-200,-200,-91,-200,-200,I
00:22:20,-200,-200,-200,-200,-200,-200,-200,-200,-74,-200,I
00:22:21,-200,-200,-200,-200,-200,-200,-200,-95,-77,-200,I
00:22:22,-200,-200,-200,-200,-96,-200,-200,-200,-200,-200,I
00:22:23,-200,-200,-200,-200,-200,-200,-200,-85,-81,-200,I
00:22:24,-200,-200,-200,-200,-200,-200,-200,-95,-74,-200,I
00:22:25,-200,-200,-200,-200,-200,-200,-92,-200,-70,-200,I
00:22:26,-200,-200,-200,-200,-200,-200,-200,-93,-200,-200,I
00:22:27,-200,-200,-200,-200,-200,-200,-200,-200,-73,-200,I
00:22:28,-200,-200,-200,-200,-200,-200,-200,-90,-200,-200,I
00:22:29,-200,-200,-200,-200,-200,-200,-200,-200,-86,-200,I
00:22:30,-200,-200,-200,-200,-200,-200,-200,-85,-200,-200,I
00:22:31,-200,-200,-200,-200,-200,-200,-200,-92,-74,-200,I
00:22:32,-200,-200,-200,-200,-200,-200,-200,-200,-77,-200,I
00:22:33,-200,-200,-200,-200,-200,-200,-200,-90,-200,-200,I
00:22:34,-200,-200,-200,-200,-200,-200,-200,-200,-76,-200,I
00:22:35,-200,-200,-200,-200,-200,-200,-200,-95,-200,-200,I
00:22:36,-200,-200,-200,-200,-200,-200,-200,-200,-76,-200,I
00:22:37,-200,-200,-200,-200,-200,-200,-200,-97,-200,-200,I
00:22:38,-200,-200,-200,-200,-200,-200,-200,-92,-75,-200,I
00:22:39,-200,-200,-200,-200,-200,-200,-200,-200,-82,-200,I
00:22:40,-200,-200,-200,-200,-200,-200,-200,-97,-200,-200,I
00:22:41,-200,-200,-200,-200,-200,-200,-96,-200,-200,-200,I
00:22:42,-200,-200,-200,-200,-200,-200,-200,-89,-72,-200,I
00:22:43,-200,-200,-200,-200,-200,-200,-200,-200,-200,-94,I
00:22:44,-200,-200,-200,-200,-200,-200,-200,-200,-72,-200,I
00:22:45,-200,-200,-200,-200,-200,-200,-200,-83,-200,-96,I
00:22:46,-200,-200,-200,-200,-200,-200,-99,-200,-200,-200,I
00:22:47,-200,-200,-200,-96,-200,-200,-200,-200,-200,-200,I
00:22:48,-200,-200,-200,-200,-200,-200,-200,-86,-82,-200,I
00:22:49,-200,-200,-200,-200,-200,-200,-94,-200,-200,-200,I
00:22:50,-200,-200,-200,-200,-200,-200,-200,-200,-200,-88,I
00:22:51,-200,-200,-200,-94,-200,-96,-200,-200,-200,-200,I
00:22:52,-200,-200,-200,-200,-94,-200,-200,-200,-200,-200,I
00:22:53,-200,-200,-200,-200,-200,-200,-200,-200,-200,-79,I
00:22:54,-200,-200,-200,-200,-200,-200,-200,-75,-89,-200,I
00:22:55,-200,-200,-200,-200,-200,-88,-93,-200,-200,-200,I
00:22:56,-200,-200,-200,-200,-200,-200,-89,-200,-86,-200,I
00:22:57,-200,-200,-200,-200,-200,-200,-200,-74,-200,-89,H
00:22:58,-200,-200,-200,-200,-200,-200,-200,-70,-84,-200,H
00:22:59,-200,-200,-200,-200,-200,-91,-200,-200,-200,-81,H
00:23:00,-200,-200,-200,-200,-200,-200,-92,-200,-200,-200,H
00:23:01,-200,-200,-200,-200,-200,-88,-94,-83,-99,-92,H
00:23:02,-200,-200,-200,-200,-200,-82,-200,-88,-90,-80,J
00:23:03,-200,-200,-200,-95,-200,-200,-90,-200,-200,-200,J
00:23:04,-200,-200,-200,-200,-200,-88,-200,-99,-200,-84,J
00:23:05,-200,-200,-200,-200,-200,-200,-97,-200,-99,-200,J
00:23:06,-200,-200,-200,-200,-200,-200,-200,-200,-200,-75,J
00:23:07,-200,-200,-200,-200,-200,-95,-200,-200,-200,-200,J
00:23:08,-200,-200,-200,-200,-200,-200,-200,-85,-200,-200,J
00:23:09,-200,-200,-200,-200,-200,-94,-200,-200,-200,-75,J
00:23:10,-200,-200,-200,-200,-200,-200,-200,-95,-200,-200,J
00:23:11,-200,-200,-200,-200,-200,-200,-95,-200,-88,-200,J
00:23:12,-200,-200,-200,-200,-200,-95,-200,-200,-98,-76,J
00:23:13,-200,-200,-200,-200,-200,-200,-200,-95,-200,-200,J
00:23:14,-200,-200,-200,-200,-200,-91,-200,-88,-200,-75,J
00:23:15,-200,-200,-200,-200,-200,-200,-200,-200,-96,-200,J
00:23:16,-200,-200,-200,-200,-200,-88,-200,-85,-200,-80,J
00:23:17,-200,-200,-200,-200,-200,-200,-95,-200,-200,-200,J
00:23:18,-200,-200,-200,-200,-200,-200,-200,-95,-98,-90,J
00:23:19,-200,-200,-200,-200,-200,-94,-200,-200,-200,-200,J
00:23:20,-200,-200,-200,-200,-97,-200,-96,-200,-200,-200,J
00:23:21,-200,-200,-200,-200,-200,-91,-200,-94,-200,-79,J
00:23:22,-200,-200,-200,-200,-200,-95,-200,-91,-200,-84,J
00:23:23,-200,-200,-200,-200,-200,-200,-200,-200,-95,-83,J
00:23:24,-200,-200,-200,-200,-200,-92,-200,-93,-200,-200,J
00:23:25,-200,-200,-200,-200,-200,-79,-200,-84,-200,-82,J
00:23:26,-200,-200,-200,-200,-200,-200,-98,-200,-200,-200,J
00:23:27,-200,-200,-200,-200,-200,-87,-200,-200,-200,-77,J
00:23:28,-200,-200,-200,-200,-200,-200,-200,-85,-200,-200,J
00:23:29,-200,-200,-200,-200,-200,-200,-200,-90,-200,-200,J
00:23:30,-200,-200,-200,-200,-200,-200,-200,-200,-200,-79,J
00:23:31,-200,-200,-200,-200,-200,-92,-200,-200,-200,-200,J
00:23:32,-200,-200,-200,-200,-200,-200,-200,-200,-99,-200,J
00:23:33,-200,-200,-200,-200,-200,-79,-200,-200,-200,-68,J
00:23:34,-200,-200,-200,-200,-90,-200,-89,-79,-200,-200,J
00:23:35,-200,-200,-200,-94,-200,-200,-200,-200,-200,-200,J
00:23:36,-200,-200,-200,-200,-200,-80,-82,-83,-92,-68,J
00:23:37,-200,-200,-200,-94,-200,-200,-200,-200,-200,-200,J
00:23:38,-200,-200,-200,-200,-94,-82,-90,-92,-200,-77,J
00:23:39,-200,-200,-200,-95,-200,-200,-200,-200,-93,-200,J
00:23:40,-200,-200,-200,-200,-200,-200,-200,-88,-200,-70,J
00:23:41,-200,-200,-200,-200,-200,-91,-200,-200,-200,-200,J
00:23:42,-200,-200,-200,-200,-200,-200,-92,-200,-200,-200,J
00:23:43,-200,-200,-200,-89,-200,-200,-200,-200,-93,-200,J
00:23:44,-200,-200,-200,-200,-200,-88,-200,-85,-200,-72,J
00:23:45,-200,-200,-200,-87,-200,-200,-90,-200,-91,-200,J
00:23:46,-200,-200,-200,-94,-200,-78,-86,-84,-200,-68,J
00:23:47,-200,-200,-200,-200,-91,-200,-200,-200,-200,-200,J
00:23:48,-200,-200,-200,-200,-200,-200,-200,-200,-95,-200,J
00:23:49,-200,-200,-200,-88,-200,-81,-200,-200,-200,-76,J
00:23:50,-200,-200,-200,-200,-200,-200,-200,-200,-94,-200,J
00:23:51,-200,-200,-200,-200,-200,-200,-200,-92,-200,-200,J
00:23:52,-200,-200,-200,-200,-200,-200,-85,-200,-200,-200,J
00:23:53,-200,-200,-200,-200,-91,-200,-200,-200,-200,-200,J
00:23:54,-200,-200,-200,-200,-200,-75,-200,-200,-91,-66,J
00:23:55,-200,-200,-200,-200,-200,-200,-200,-89,-200,-200,J
00:23:56,-200,-200,-200,-94,-200,-200,-200,-200,-200,-200,J
00:23:57,-200,-200,-200,-200,-200,-200,-91,-200,-200,-200,J
00:23:58,-200,-200,-200,-200,-200,-89,-200,-83,-89,-83,J
00:23:59,-200,-200,-200,-200,-200,-200,-84,-200,-200,-200,J
00:24:00,-200,-200,-200,-200,-200,-200,-200,-200,-200,-73,J
00:24:01,-200,-200,-200,-200,-94,-200,-200,-89,-92,-200,J
00:24:02,-200,-200,-200,-200,-200,-200,-94,-200,-200,-200,J
00:24:03,-200,-200,-200,-200,-200,-84,-200,-200,-200,-200,J
00:24:04,-200,-200,-200,-200,-200,-96,-200,-84,-200,-67,J
00:24:05,-200,-200,-200,-200,-200,-200,-200,-200,-96,-200,J
00:24:06,-200,-200,-200,-200,-200,-200,-98,-200,-200,-200,J
00:24:07,-200,-200,-200,-200,-200,-86,-200,-82,-200,-84,J
00:24:08,-200,-200,-200,-93,-200,-200,-200,-200,-200,-200,J
00:24:09,-200,-200,-200,-200,-200,-97,-200,-84,-200,-78,J
00:24:10,-200,-200,-200,-200,-200,-200,-200,-200,-200,-79,J
00:24:11,-200,-200,-200,-200,-200,-89,-200,-89,-200,-200,J
00:24:12,-200,-200,-200,-200,-200,-200,-200,-91,-200,-200,J
00:24:13,-200,-200,-200,-200,-200,-92,-200,-200,-200,-78,J
00:24:14,-200,-200,-200,-200,-200,-90,-200,-88,-200,-78,J
00:24:15,-200,-200,-200,-200,-200,-200,-200,-89,-200,-81,J
00:24:16,-200,-200,-200,-200,-200,-89,-200,-200,-200,-200,J
00:24:17,-200,-200,-200,-200,-200,-89,-200,-85,-200,-80,J
00:24:18,-200,-200,-200,-200,-200,-91,-200,-200,-200,-75,J
00:24:19,-200,-200,-200,-200,-200,-200,-200,-89,-200,-200,J
00:24:20,-200,-200,-200,-200,-200,-90,-200,-85,-200,-75,J
00:24:21,-200,-200,-200,-200,-200,-200,-86,-82,-89,-71,J
00:24:22,-200,-200,-200,-200,-200,-85,-200,-200,-200,-200,J
00:24:23,-200,-200,-200,-200,-200,-200,-200,-200,-98,-200,J
00:24:24,-200,-200,-200,-200,-200,-78,-87,-95,-200,-77,J
00:24:25,-98,-200,-200,-200,-200,-200,-200,-200,-200,-200,J
00:24:26,-200,-200,-200,-200,-200,-200,-94,-79,-95,-70,J
00:24:27,-200,-200,-200,-98,-200,-85,-200,-200,-200,-200,J
00:24:28,-200,-200,-200,-200,-87,-200,-200,-200,-200,-200,J
00:24:29,-200,-200,-200,-200,-200,-200,-200,-88,-200,-200,J
00:24:30,-200,-200,-200,-200,-200,-79,-96,-200,-200,-78,J
00:24:31,-200,-200,-200,-200,-200,-89,-200,-200,-200,-200,J
00:24:32,-200,-200,-200,-200,-200,-200,-200,-91,-200,-67,J
00:24:33,-200,-200,-200,-200,-200,-200,-200,-200,-97,-200,J
00:24:34,-200,-200,-200,-200,-200,-96,-200,-200,-200,-70,J
00:24:35,-200,-200,-200,-200,-200,-200,-200,-200,-98,-200,J
00:24:36,-200,-200,-200,-200,-200,-200,-200,-86,-200,-200,J
00:24:37,-200,-200,-200,-200,-200,-200,-200,-87,-93,-74,J
00:24:38,-200,-200,-200,-200,-200,-88,-200,-200,-200,-200,J
00:24:39,-200,-200,-200,-200,-200,-93,-200,-87,-200,-200,J
00:24:40,-200,-200,-200,-200,-200,-200,-200,-200,-93,-70,J
00:24:41,-200,-200,-200,-200,-200,-93,-200,-200,-200,-74,J
00:24:42,-200,-200,-200,-200,-200,-200,-200,-88,-91,-200,J
00:24:43,-200,-200,-200,-200,-200,-200,-200,-200,-94,-200,J
00:24:44,-200,-200,-200,-200,-200,-94,-200,-86,-200,-74,J
00:24:45,-200,-200,-200,-200,-200,-96,-200,-81,-200,-200,J
00:24:46,-200,-200,-200,-200,-200,-200,-200,-200,-93,-64,J
00:24:47,-200,-200,-200,-200,-200,-200,-96,-200,-200,-200,J
00:24:48,-200,-200,-200,-200,-200,-200,-200,-200,-200,-81,J
00:24:49,-200,-200,-200,-200,-200,-81,-88,-87,-94,-200,J
00:24:50,-200,-200,-200,-95,-200,-200,-200,-200,-200,-200,J
00:24:51,-200,-200,-200,-200,-91,-200,-200,-200,-200,-200,J
00:24:52,-200,-200,-200,-200,-200,-82,-95,-86,-97,-85,J
00:24:53,-200,-200,-200,-200,-95,-200,-200,-200,-200,-200,J
00:24:54,-200,-200,-200,-90,-200,-200,-200,-200,-200,-200,J
00:24:55,-200,-200,-200,-95,-200,-88,-93,-89,-200,-72,J
00:24:56,-200,-200,-200,-200,-88,-200,-200,-200,-200,-200,J
00:24:57,-200,-200,-200,-200,-200,-82,-200,-93,-200,-75,J
00:24:58,-200,-200,-200,-90,-200,-200,-89,-200,-200,-200,J
00:24:59,-200,-200,-200,-200,-93,-200,-200,-200,-200,-200,J
00:25:00,-96,-200,-200,-200,-200,-200,-200,-200,-200,-200,J
00:25:01,-200,-200,-200,-200,-200,-89,-97,-88,-95,-73,J
00:00:00,-68,-200,-95,-200,-200,-200,-200,-98,-200,-200,A
00:00:01,-63,-92,-200,-200,-93,-200,-200,-200,-200,-200,A
00:00:02,-200,-200,-200,-93,-200,-200,-200,-200,-200,-200,A
00:00:03,-200,-88,-200,-200,-200,-93,-98,-200,-200,-200,A
00:00:04,-68,-200,-95,-200,-200,-200,-200,-98,-200,-200,A
00:00:05,-200,-200,-200,-92,-92,-200,-200,-200,-200,-200,A
00:00:06,-200,-200,-200,-89,-85,-200,-200,-200,-200,-200,A
00:00:07,-68,-200,-92,-200,-200,-200,-200,-200,-200,-200,A
00:00:08,-200,-87,-200,-200,-200,-200,-200,-200,-200,-200,A
00:00:09,-200,-200,-200,-200,-200,-200,-94,-200,-200,-200,A
00:00:10,-200,-200,-200,-200,-200,-90,-200,-200,-200,-200,A
00:00:11,-63,-83,-77,-89,-88,-200,-89,-95,-200,-200,A
00:00:12,-66,-95,-85,-200,-200,-200,-94,-200,-200,-200,A
00:00:13,-200,-200,-200,-200,-200,-97,-200,-200,-200,-200,A
00:00:14,-200,-200,-200,-91,-90,-200,-200,-200,-200,-200,A
00:00:15,-63,-200,-94,-95,-200,-200,-200,-200,-200,-200,A
00:00:16,-200,-200,-200,-200,-200,-200,-94,-200,-200,-200,A
00:00:17,-200,-93,-200,-200,-200,-200,-200,-200,-200,-200,A
00:00:18,-79,-200,-200,-200,-200,-200,-96,-200,-200,-200,A
00:00:19,-200,-98,-200,-93,-200,-200,-200,-200,-200,-200,A
00:00:20,-200,-200,-90,-200,-96,-200,-200,-200,-200,-200,A
00:00:21,-70,-92,-200,-95,-200,-200,-200,-200,-200,-200,A
00:00:22,-200,-200,-94,-200,-200,-200,-200,-200,-200,-200,A
00:00:23,-200,-200,-200,-200,-90,-200,-200,-200,-200,-200,A
00:00:24,-63,-200,-86,-200,-200,-200,-200,-200,-200,-200,A
00:00:25,-200,-85,-200,-200,-90,-200,-200,-200,-200,-200,A
00:00:26,-200,-200,-200,-94,-200,-200,-200,-200,-200,-200,A
00:00:27,-200,-84,-93,-200,-200,-200,-200,-200,-200,-200,A
00:00:28,-66,-200,-200,-200,-200,-200,-200,-200,-200,-200,A
00:00:29,-200,-200,-200,-93,-200,-200,-200,-200,-200,-200,A
00:00:30,-200,-200,-200,-200,-92,-200,-200,-200,-200,-200,A
00:00:31,-75,-88,-96,-200,-200,-200,-200,-200,-200,-200,A
00:00:32,-66,-88,-200,-100,-200,-200,-200,-200,-200,-200,A
00:00:33,-200,-200,-92,-200,-200,-200,-200,-200,-200,-200,A
00:00:34,-200,-200,-200,-200,-92,-200,-200,-200,-200,-200,A
00:00:35,-75,-89,-200,-200,-94,-200,-200,-200,-200,-200,A
00:00:36,-200,-200,-96,-200,-200,-200,-200,-200,-200,-200,A
00:00:37,-200,-200,-200,-95,-200,-200,-200,-200,-200,-200,A
00:00:38,-65,-92,-200,-200,-200,-200,-200,-200,-200,-200,A
00:00:39,-200,-200,-200,-96,-200,-200,-200,-200,-200,-200,A
00:00:40,-200,-200,-96,-200,-200,-200,-200,-200,-200,-200,A
00:00:41,-200,-200,-200,-200,-94,-200,-200,-200,-200,-200,A
00:00:42,-76,-86,-200,-200,-93,-200,-200,-200,-200,-200,A
00:00:43,-200,-200,-93,-200,-200,-200,-200,-200,-200,-200,A
00:00:44,-200,-200,-200,-200,-200,-200,-97,-200,-200,-200,A
00:00:45,-200,-200,-200,-96,-200,-200,-200,-200,-200,-200,A
00:00:46,-75,-84,-95,-200,-89,-200,-200,-200,-200,-200,A
00:00:47,-200,-200,-200,-100,-200,-200,-200,-200,-200,-200,A
00:00:48,-74,-82,-200,-200,-200,-200,-200,-200,-200,-200,A
00:00:49,-200,-200,-92,-93,-89,-200,-200,-200,-200,-200,A
00:00:50,-76,-83,-92,-94,-200,-200,-200,-200,-200,-200,A
00:00:51,-200,-200,-200,-200,-94,-200,-200,-200,-200,-200,A
00:00:52,-85,-200,-200,-200,-93,-200,-200,-200,-200,-200,A
00:00:53,-200,-85,-200,-200,-200,-200,-200,-200,-200,-200,A
00:00:54,-200,-200,-93,-200,-200,-200,-200,-200,-200,-200,A
00:00:55,-200,-95,-200,-200,-200,-200,-200,-200,-200,-200,A
00:00:56,-79,-200,-200,-200,-96,-200,-200,-200,-200,-200,A
00:00:57,-200,-200,-90,-200,-200,-200,-200,-200,-200,-200,A
00:00:58,-69,-200,-94,-200,-200,-200,-200,-200,-200,-200,A
00:00:59,-200,-86,-200,-200,-91,-200,-200,-200,-200,-200,A
00:01:00,-200,-200,-200,-94,-200,-200,-200,-200,-200,-200,A
00:01:01,-77,-81,-200,-97,-200,-200,-200,-200,-200,-200,A
00:01:02,-200,-200,-95,-200,-200,-200,-200,-200,-200,-200,A
00:01:03,-200,-83,-200,-200,-91,-200,-200,-200,-200,-200,A
00:01:04,-79,-200,-92,-94,-200,-200,-200,-200,-200,-200,A
00:01:05,-80,-84,-200,-93,-200,-200,-200,-200,-200,-200,A
00:01:06,-200,-200,-200,-200,-92,-200,-200,-200,-200,-200,A
00:01:08,-72,-200,-93,-94,-200,-200,-200,-200,-200,-200,A
00:01:09,-200,-92,-200,-200,-200,-200,-200,-200,-200,-200,A
00:01:11,-200,-200,-200,-200,-200,-97,-200,-200,-200,-200,A
00:01:12,-200,-87,-200,-200,-200,-200,-200,-200,-200,-200,A
00:01:13,-70,-95,-200,-200,-200,-96,-200,-200,-200,-200,A
00:01:14,-200,-200,-200,-103,-200,-200,-200,-200,-200,-200,A
00:01:15,-200,-200,-200,-200,-94,-200,-200,-200,-200,-200,A
00:01:16,-200,-200,-200,-200,-92,-200,-200,-200,-200,-200,A
00:01:17,-70,-91,-89,-200,-200,-200,-200,-200,-200,-200,A
00:01:18,-79,-200,-200,-200,-200,-200,-200,-200,-200,-200,A
00:01:19,-200,-200,-88,-93,-200,-200,-200,-200,-200,-200,A
00:01:20,-200,-87,-200,-200,-200,-200,-200,-200,-200,-200,A
00:01:21,-78,-200,-200,-200,-200,-200,-200,-200,-200,-200,A
00:01:22,-200,-94,-95,-200,-200,-200,-200,-200,-200,-200,A
00:01:23,-73,-200,-200,-200,-94,-200,-200,-200,-200,-200,A
00:01:24,-200,-94,-87,-200,-200,-200,-200,-200,-200,-200,A
00:01:25,-200,-200,-200,-97,-200,-200,-200,-200,-200,-200,A
00:01:26,-71,-93,-87,-200,-200,-200,-200,-200,-200,-200,A
00:01:27,-200,-200,-200,-98,-200,-200,-200,-200,-200,-200,A
00:01:28,-200,-200,-200,-200,-95,-200,-200,-200,-200,-200,A
00:01:29,-74,-95,-200,-97,-200,-200,-200,-200,-200,-200,A
00:01:30,-200,-200,-200,-200,-94,-200,-200,-200,-200,-200,A
00:01:31,-200,-200,-88,-200,-200,-200,-200,-200,-200,-200,A
00:01:32,-79,-200,-88,-200,-95,-200,-200,-200,-200,-200,A
00:01:33,-200,-96,-200,-200,-200,-200,-200,-200,-200,-200,A
00:01:34,-200,-200,-200,-97,-200,-200,-200,-200,-200,-200,A
00:01:35,-78,-96,-200,-200,-94,-200,-200,-200,-200,-200,A
00:01:36,-200,-200,-93,-200,-200,-200,-200,-200,-200,-200,A
00:01:37,-82,-200,-200,-98,-200,-200,-200,-200,-200,-200,A
00:01:38,-200,-85,-200,-200,-200,-200,-200,-200,-200,-200,A
00:01:39,-200,-200,-95,-200,-200,-200,-200,-200,-200,-200,A
00:01:40,-80,-200,-200,-200,-200,-200,-200,-200,-200,-200,A
00:01:41,-200,-200,-89,-200,-200,-200,-200,-200,-200,-200,A
00:01:42,-200,-86,-200,-200,-96,-200,-200,-200,-200,-200,A
00:01:43,-200,-200,-200,-94,-200,-200,-200,-200,-200,-200,A
00:01:44,-72,-86,-200,-200,-200,-200,-200,-200,-200,-200,A
00:01:45,-200,-200,-92,-200,-200,-200,-200,-200,-200,-200,A
00:01:46,-200,-200,-200,-94,-200,-200,-200,-200,-200,-200,A
00:01:47,-73,-86,-200,-200,-200,-200,-200,-200,-200,-200,A
00:01:48,-200,-200,-89,-200,-200,-200,-200,-200,-200,-200,A
00:01:49,-200,-200,-200,-93,-97,-200,-200,-200,-200,-200,A
00:01:50,-83,-84,-200,-200,-200,-200,-200,-200,-200,-200,A
00:01:51,-200,-200,-90,-95,-200,-200,-200,-200,-200,-200,A
00:01:52,-200,-200,-200,-200,-94,-200,-200,-200,-200,-200,A
00:01:53,-81,-88,-93,-200,-200,-200,-200,-200,-200,-200,A
00:01:54,-200,-200,-200,-200,-94,-200,-200,-200,-200,-200,A
00:01:55,-88,-89,-95,-200,-200,-200,-200,-200,-200,-200,A
00:01:56,-200,-200,-200,-200,-93,-200,-200,-200,-200,-200,A
00:01:57,-200,-200,-200,-95,-200,-200,-200,-200,-200,-200,A
00:01:58,-80,-92,-91,-200,-200,-200,-200,-200,-200,-200,A
00:01:59,-200,-200,-200,-95,-200,-200,-200,-200,-200,-200,A
00:02:00,-200,-200,-200,-200,-95,-200,-200,-200,-200,-200,A
00:02:01,-80,-84,-200,-93,-94,-200,-200,-200,-200,-200,A
00:02:02,-200,-200,-91,-200,-200,-200,-200,-200,-200,-200,A
00:02:03,-81,-85,-89,-93,-94,-200,-200,-200,-200,-200,A
00:02:04,-77,-200,-92,-200,-200,-200,-200,-200,-200,-200,A
00:02:05,-200,-83,-200,-95,-200,-200,-200,-200,-200,-200,A
00:02:06,-200,-200,-200,-200,-95,-200,-200,-200,-200,-200,A
00:02:07,-74,-200,-200,-94,-200,-200,-200,-200,-200,-200,A
00:02:08,-200,-80,-91,-200,-94,-200,-200,-200,-200,-200,A
00:02:09,-81,-82,-89,-93,-200,-200,-200,-200,-200,-200,A
