time,BLE01,BLE02,BLE03,BLE04,BLE05,BLE06,BLE07,BLE08,BLE09,BLE10,room
00:13:45,-200,-200,-200,-200,-200,-200,-200,-200,-200,-88,G
00:13:46,-200,-200,-200,-200,-200,-200,-200,-200,-200,-87,G
00:13:47,-200,-200,-200,-200,-91,-200,-84,-85,-88,-200,G
00:13:48,-200,-200,-200,-94,-200,-85,-200,-200,-200,-200,G
00:13:49,-200,-200,-200,-200,-200,-200,-200,-91,-200,-200,G
00:13:50,-200,-200,-200,-92,-92,-84,-86,-200,-200,-200,G
00:13:51,-200,-200,-200,-200,-200,-200,-200,-200,-200,-86,G
00:13:52,-200,-200,-200,-200,-200,-200,-200,-200,-91,-200,G
00:13:53,-200,-200,-200,-200,-200,-85,-85,-200,-98,-200,G
00:13:54,-200,-200,-200,-200,-200,-200,-200,-89,-200,-98,G
00:13:55,-200,-200,-200,-91,-93,-200,-200,-200,-200,-200,G
00:13:56,-200,-200,-200,-200,-200,-200,-200,-200,-200,-87,G
00:13:57,-200,-200,-200,-200,-200,-90,-80,-200,-200,-200,G
00:13:58,-200,-200,-200,-89,-92,-200,-200,-200,-200,-200,G
00:13:59,-200,-200,-200,-200,-200,-200,-200,-90,-94,-200,G
00:14:00,-200,-200,-200,-200,-200,-89,-85,-90,-200,-200,G
00:14:01,-200,-200,-200,-200,-92,-200,-200,-200,-200,-200,G
00:14:02,-200,-200,-200,-200,-200,-200,-200,-200,-200,-89,G
00:14:03,-200,-200,-200,-88,-200,-200,-200,-200,-93,-200,G
00:14:04,-200,-200,-200,-200,-90,-88,-74,-89,-200,-96,G
00:14:05,-200,-200,-200,-200,-200,-200,-200,-200,-89,-200,G
00:14:06,-200,-200,-200,-200,-87,-90,-200,-87,-89,-94,G
00:14:07,-200,-200,-200,-98,-200,-200,-82,-200,-200,-200,G
00:14:08,-200,-200,-200,-200,-200,-85,-200,-92,-200,-200,G
00:14:09,-200,-200,-200,-91,-81,-200,-82,-200,-200,-88,G
00:14:10,-200,-200,-200,-200,-200,-200,-200,-200,-94,-200,G
00:14:11,-200,-200,-200,-200,-73,-200,-200,-89,-200,-200,G
00:14:12,-89,-200,-200,-200,-200,-90,-70,-200,-200,-90,G
00:14:13,-200,-200,-200,-76,-200,-200,-200,-200,-200,-200,G
00:14:14,-200,-200,-98,-200,-200,-200,-200,-200,-200,-200,G
00:14:15,-200,-200,-200,-200,-200,-200,-200,-200,-95,-200,G
00:14:16,-200,-200,-98,-200,-84,-89,-81,-200,-200,-200,G
00:14:17,-93,-200,-200,-200,-200,-200,-200,-80,-200,-200,G
00:14:18,-200,-200,-200,-85,-200,-200,-200,-200,-93,-200,G
00:14:19,-200,-200,-89,-200,-72,-85,-83,-200,-200,-200,G
00:14:20,-92,-200,-200,-85,-200,-200,-200,-200,-200,-200,G
00:14:21,-200,-200,-200,-200,-200,-200,-200,-92,-200,-88,G
00:14:22,-200,-200,-200,-200,-200,-200,-200,-200,-90,-200,G
00:14:23,-97,-200,-200,-89,-76,-200,-69,-200,-93,-200,G
00:14:24,-200,-200,-95,-200,-200,-200,-200,-90,-200,-78,G
00:14:25,-200,-200,-200,-200,-200,-92,-200,-200,-200,-200,G
00:14:26,-95,-200,-200,-77,-81,-78,-200,-90,-200,-200,G
00:14:27,-200,-200,-92,-200,-200,-200,-77,-200,-200,-200,G
00:14:28,-200,-200,-200,-200,-200,-200,-200,-200,-92,-200,G
00:14:29,-200,-200,-89,-200,-200,-200,-84,-200,-200,-200,G
00:14:30,-200,-200,-200,-88,-79,-86,-200,-92,-200,-82,G
00:14:31,-200,-200,-200,-83,-80,-84,-200,-80,-90,-200,G
00:14:32,-200,-200,-200,-200,-200,-200,-69,-200,-200,-96,G
00:14:33,-200,-200,-95,-200,-200,-200,-200,-200,-200,-200,G
00:14:34,-200,-200,-200,-84,-90,-80,-200,-88,-94,-200,G
00:14:35,-200,-200,-200,-200,-200,-200,-78,-200,-200,-90,G
00:14:36,-200,-200,-91,-200,-200,-200,-200,-200,-200,-200,G
00:14:37,-200,-200,-93,-200,-91,-200,-80,-200,-200,-200,G
00:14:38,-200,-200,-200,-80,-200,-80,-200,-84,-90,-90,G
00:14:39,-200,-200,-200,-81,-88,-79,-200,-89,-92,-90,G
00:14:40,-200,-200,-94,-200,-200,-200,-79,-200,-200,-200,G
00:14:41,-200,-200,-200,-88,-200,-80,-74,-90,-91,-89,G
00:14:42,-200,-200,-200,-200,-87,-200,-200,-200,-200,-200,G
00:14:43,-200,-200,-94,-200,-200,-200,-200,-200,-200,-200,G
00:14:44,-200,-200,-200,-89,-88,-200,-70,-81,-200,-200,G
00:14:45,-200,-200,-97,-200,-200,-78,-200,-200,-95,-200,G
00:14:46,-93,-200,-200,-200,-200,-200,-200,-200,-200,-200,G
00:14:47,-200,-200,-200,-200,-200,-200,-200,-200,-200,-87,G
00:14:48,-200,-200,-200,-84,-200,-90,-66,-90,-200,-200,G
00:14:49,-200,-200,-200,-200,-85,-200,-200,-200,-88,-200,G
00:14:50,-200,-200,-92,-200,-200,-200,-200,-200,-200,-200,G
00:14:51,-200,-94,-200,-200,-200,-200,-200,-200,-200,-200,G
00:14:52,-200,-200,-91,-84,-74,-93,-79,-200,-97,-200,G
00:14:53,-200,-96,-200,-200,-200,-200,-200,-200,-200,-200,G
00:14:54,-90,-200,-200,-200,-200,-200,-200,-200,-200,-200,G
00:14:55,-200,-200,-200,-200,-200,-200,-200,-95,-200,-200,G
00:14:56,-200,-200,-200,-200,-200,-200,-200,-200,-200,-89,G
00:14:57,-200,-200,-200,-200,-71,-90,-73,-200,-200,-200,G
00:14:58,-200,-200,-200,-200,-200,-200,-200,-89,-200,-85,G
00:14:59,-200,-97,-200,-86,-200,-200,-200,-200,-200,-200,G
00:15:00,-98,-200,-200,-200,-200,-200,-200,-200,-200,-200,G
00:15:01,-200,-200,-200,-200,-200,-80,-66,-200,-86,-200,G
00:15:02,-200,-200,-200,-84,-75,-200,-200,-77,-200,-200,G
00:15:03,-200,-200,-93,-200,-200,-200,-200,-200,-200,-88,G
00:15:04,-200,-200,-200,-200,-200,-86,-200,-85,-92,-200,G
00:15:05,-200,-200,-92,-89,-79,-200,-66,-200,-200,-89,G
00:15:06,-200,-200,-200,-81,-78,-200,-85,-200,-200,-200,G
00:15:07,-200,-200,-200,-200,-200,-79,-200,-86,-200,-200,G
00:15:08,-200,-200,-92,-200,-200,-200,-200,-200,-200,-200,H
00:15:09,-200,-200,-200,-200,-200,-200,-200,-200,-90,-200,H
00:15:10,-200,-200,-200,-200,-200,-77,-80,-200,-200,-200,H
00:15:11,-200,-200,-200,-200,-200,-200,-200,-89,-200,-90,H
00:15:12,-200,-200,-200,-89,-200,-200,-200,-200,-93,-200,H
00:15:13,-200,-200,-200,-200,-81,-200,-200,-200,-200,-200,H
00:15:14,-200,-200,-200,-88,-86,-200,-75,-77,-90,-92,H
00:15:15,-200,-200,-200,-200,-200,-81,-200,-200,-200,-200,H
00:15:16,-200,-200,-91,-200,-200,-200,-200,-200,-200,-200,H
00:15:17,-99,-200,-200,-200,-200,-200,-200,-200,-200,-200,H
00:15:18,-200,-200,-90,-200,-200,-200,-200,-200,-200,-200,H
00:15:19,-94,-200,-200,-81,-73,-85,-86,-82,-200,-200,H
00:15:20,-200,-200,-200,-200,-200,-200,-200,-200,-200,-85,H
00:15:21,-200,-200,-200,-93,-200,-200,-200,-200,-200,-200,H
00:15:22,-97,-200,-200,-200,-84,-77,-76,-86,-200,-200,H
00:15:23,-200,-200,-200,-200,-200,-200,-200,-200,-200,-87,H
00:15:24,-200,-200,-200,-200,-200,-200,-200,-87,-200,-87,H
00:15:25,-92,-200,-200,-89,-78,-82,-78,-200,-200,-200,H
00:15:26,-200,-200,-200,-200,-200,-200,-200,-200,-91,-200,H
00:15:27,-200,-200,-200,-90,-84,-200,-200,-200,-97,-200,H
00:15:28,-200,-200,-200,-200,-200,-200,-200,-80,-200,-200,H
00:15:29,-98,-200,-200,-200,-200,-88,-74,-200,-200,-200,H
00:15:30,-200,-93,-88,-200,-200,-200,-200,-200,-200,-200,H
00:15:31,-200,-200,-200,-78,-80,-200,-73,-97,-200,-95,H
00:15:32,-200,-200,-86,-200,-200,-89,-200,-200,-200,-200,H
00:15:33,-98,-200,-200,-200,-200,-200,-200,-200,-200,-200,H
00:15:34,-200,-200,-200,-200,-200,-200,-200,-200,-93,-200,H
00:15:35,-96,-200,-200,-200,-200,-200,-200,-96,-200,-200,H
00:15:36,-200,-200,-200,-200,-200,-200,-68,-200,-200,-200,H
00:15:37,-200,-200,-200,-200,-200,-80,-200,-200,-200,-200,H
00:15:38,-200,-200,-200,-200,-200,-200,-200,-200,-89,-200,H
00:15:39,-200,-200,-200,-81,-85,-200,-200,-200,-200,-77,H
00:15:40,-200,-200,-200,-200,-200,-200,-200,-84,-200,-200,H
00:15:41,-200,-200,-200,-200,-200,-95,-89,-200,-74,-200,H
00:15:42,-200,-200,-200,-88,-200,-200,-200,-200,-200,-90,H
00:15:43,-200,-200,-200,-200,-88,-200,-200,-200,-200,-200,H
00:15:44,-200,-200,-200,-200,-93,-200,-78,-200,-70,-200,H
00:15:45,-200,-200,-200,-90,-200,-88,-200,-72,-200,-85,H
00:15:46,-200,-200,-200,-86,-200,-200,-200,-72,-84,-200,H
00:15:47,-200,-200,-200,-200,-200,-200,-75,-200,-200,-89,H
00:15:48,-200,-200,-200,-200,-97,-84,-200,-200,-200,-200,H
00:15:49,-200,-200,-200,-200,-200,-200,-82,-200,-200,-200,H
00:15:50,-200,-200,-200,-200,-89,-90,-200,-65,-78,-79,H
00:15:51,-200,-200,-200,-89,-200,-200,-200,-200,-200,-200,H
00:15:52,-200,-200,-200,-88,-88,-94,-200,-76,-200,-93,H
00:15:53,-200,-200,-200,-200,-200,-200,-75,-200,-72,-200,H
00:15:54,-200,-200,-97,-200,-200,-200,-200,-200,-200,-200,H
00:15:55,-200,-200,-200,-89,-200,-91,-200,-200,-75,-92,H
00:15:56,-101,-200,-200,-200,-86,-200,-200,-73,-200,-200,H
00:15:57,-200,-200,-200,-200,-200,-200,-84,-200,-200,-200,H
00:15:58,-200,-200,-200,-200,-87,-200,-82,-200,-200,-85,H
00:15:59,-200,-200,-200,-200,-200,-91,-200,-76,-81,-200,H
00:16:00,-200,-200,-200,-97,-200,-200,-200,-200,-200,-200,H
00:16:01,-200,-200,-200,-200,-200,-98,-200,-200,-200,-200,H
00:16:02,-200,-200,-200,-200,-200,-200,-82,-68,-74,-85,H
00:16:03,-200,-200,-200,-90,-93,-200,-200,-200,-200,-200,H
00:16:04,-200,-200,-200,-200,-200,-200,-83,-200,-80,-200,H
00:16:05,-200,-200,-200,-91,-200,-200,-200,-87,-200,-200,H
00:16:06,-200,-200,-200,-200,-91,-200,-200,-200,-200,-85,H
00:16:07,-200,-200,-200,-90,-97,-200,-200,-78,-76,-200,H
00:16:08,-200,-200,-200,-200,-200,-99,-85,-200,-200,-86,H
00:16:09,-200,-200,-200,-200,-200,-94,-82,-70,-73,-200,H
00:16:10,-200,-200,-200,-86,-200,-200,-200,-200,-200,-94,H
00:16:11,-200,-200,-200,-200,-90,-200,-200,-200,-200,-200,H
00:16:12,-200,-200,-200,-200,-200,-200,-200,-77,-89,-200,H
00:16:13,-200,-200,-200,-200,-96,-92,-89,-200,-200,-89,H
00:16:14,-200,-200,-200,-200,-200,-92,-80,-83,-83,-200,H
00:16:15,-200,-200,-200,-200,-200,-200,-200,-200,-200,-91,H
00:16:16,-200,-200,-200,-200,-94,-200,-200,-200,-200,-200,H
00:16:17,-200,-200,-200,-200,-94,-200,-200,-200,-88,-92,H
00:16:18,-200,-200,-200,-200,-200,-200,-80,-82,-200,-200,H
00:16:19,-200,-200,-200,-200,-200,-93,-200,-200,-200,-200,H
00:16:20,-200,-200,-200,-200,-200,-97,-200,-200,-200,-200,H
00:16:21,-200,-200,-200,-200,-200,-200,-86,-82,-200,-200,H
00:16:22,-200,-200,-200,-97,-200,-200,-200,-200,-90,-95,H
00:16:23,-200,-200,-200,-200,-91,-200,-200,-200,-200,-200,H
00:16:24,-200,-200,-200,-200,-200,-200,-81,-83,-86,-200,H
00:16:25,-200,-200,-200,-200,-91,-200,-200,-200,-200,-200,H
00:16:26,-200,-200,-200,-200,-200,-200,-200,-200,-200,-98,H
00:16:27,-200,-200,-200,-95,-200,-200,-200,-200,-200,-200,H
00:16:28,-200,-200,-200,-200,-92,-200,-85,-82,-91,-200,H
00:16:29,-200,-200,-200,-200,-200,-200,-200,-200,-200,-95,H
00:16:30,-200,-200,-200,-200,-200,-96,-200,-200,-200,-200,H
00:16:31,-200,-200,-200,-200,-200,-200,-200,-200,-88,-200,H
00:16:32,-200,-200,-200,-200,-200,-200,-87,-82,-200,-200,H
00:16:33,-200,-200,-200,-200,-89,-99,-200,-200,-200,-200,H
00:16:34,-200,-200,-200,-200,-200,-200,-200,-200,-200,-98,H
00:16:35,-200,-200,-200,-200,-92,-200,-84,-200,-79,-200,H
00:16:36,-200,-200,-200,-200,-200,-93,-200,-80,-200,-95,H
00:16:37,-200,-200,-200,-200,-200,-200,-200,-200,-200,-83,H
00:16:38,-200,-200,-200,-200,-99,-95,-86,-78,-200,-200,H
00:16:39,-200,-200,-200,-97,-200,-200,-200,-200,-82,-200,H
00:16:40,-200,-200,-200,-200,-200,-92,-200,-76,-84,-200,H
00:16:41,-200,-200,-200,-200,-200,-200,-200,-200,-200,-87,H
00:16:42,-200,-200,-200,-200,-200,-200,-88,-200,-200,-200,H
00:16:43,-200,-200,-200,-200,-91,-200,-200,-200,-200,-200,H
00:16:44,-200,-200,-200,-200,-200,-200,-89,-200,-81,-85,H
00:16:45,-200,-200,-200,-200,-200,-98,-200,-72,-200,-200,H
00:16:46,-200,-200,-200,-200,-88,-200,-200,-76,-200,-200,H
00:16:47,-200,-200,-200,-200,-200,-94,-200,-200,-83,-88,H
00:16:48,-200,-200,-200,-91,-200,-200,-93,-200,-200,-200,H
00:16:49,-200,-200,-200,-200,-90,-97,-83,-83,-82,-84,H
00:16:50,-200,-200,-200,-85,-200,-200,-200,-200,-200,-200,H
00:16:51,-200,-200,-200,-200,-87,-200,-84,-78,-80,-93,H
00:16:52,-200,-200,-200,-200,-200,-96,-200,-200,-200,-200,H
00:16:53,-200,-200,-200,-88,-200,-200,-200,-200,-200,-200,H
00:16:54,-200,-200,-200,-200,-200,-200,-200,-89,-200,-200,H
00:16:55,-200,-200,-200,-200,-97,-92,-90,-200,-87,-200,H
00:16:56,-200,-200,-200,-92,-200,-200,-200,-200,-200,-88,H
00:16:57,-200,-200,-200,-93,-200,-200,-86,-76,-200,-94,H
00:16:58,-200,-200,-200,-200,-88,-91,-200,-200,-82,-200,H
00:16:59,-200,-200,-200,-200,-200,-200,-91,-71,-78,-200,H
00:17:00,-200,-200,-200,-93,-200,-92,-200,-200,-200,-200,H
00:17:01,-200,-200,-200,-200,-200,-200,-200,-200,-200,-86,H
00:17:02,-200,-200,-200,-200,-200,-200,-86,-68,-200,-200,H
00:17:03,-200,-200,-200,-200,-97,-200,-200,-200,-78,-84,H
00:17:04,-200,-200,-200,-200,-200,-92,-200,-200,-200,-200,H
00:17:05,-200,-200,-200,-200,-200,-200,-83,-75,-200,-200,H
00:17:06,-200,-200,-200,-94,-94,-92,-200,-200,-86,-200,H
00:17:07,-200,-200,-200,-200,-200,-200,-200,-200,-200,-91,H
00:17:08,-200,-200,-200,-200,-200,-200,-200,-200,-84,-200,H
00:17:09,-200,-200,-200,-93,-200,-200,-92,-76,-200,-98,H
00:17:10,-200,-200,-200,-200,-200,-95,-200,-200,-200,-200,H
00:17:11,-200,-200,-200,-200,-85,-200,-200,-200,-200,-200,H
00:17:12,-200,-200,-200,-200,-94,-200,-200,-77,-200,-87,H
00:17:13,-200,-200,-200,-200,-200,-200,-87,-200,-200,-200,H
00:17:14,-200,-200,-200,-200,-200,-200,-200,-200,-86,-200,H
00:17:15,-200,-200,-200,-200,-200,-93,-200,-200,-200,-200,H
00:17:16,-200,-200,-200,-90,-200,-200,-200,-200,-200,-200,H
00:17:17,-200,-200,-200,-200,-200,-92,-87,-66,-78,-200,H
00:17:18,-200,-200,-200,-89,-200,-200,-200,-200,-200,-94,H
00:17:19,-200,-200,-200,-200,-90,-200,-200,-200,-200,-200,H
00:17:20,-200,-200,-200,-200,-200,-200,-88,-71,-83,-92,H
00:17:21,-200,-200,-200,-200,-96,-94,-200,-200,-200,-200,H
00:17:22,-200,-200,-200,-94,-200,-200,-86,-200,-77,-200,H
00:17:23,-200,-200,-200,-200,-200,-200,-200,-85,-200,-200,H
00:17:24,-200,-200,-200,-200,-100,-200,-200,-200,-200,-94,H
00:17:25,-200,-200,-200,-200,-200,-94,-200,-200,-200,-200,H
00:17:26,-200,-200,-200,-200,-200,-200,-200,-68,-200,-200,H
00:17:27,-200,-200,-200,-200,-200,-200,-88,-200,-73,-80,H
00:17:28,-200,-200,-200,-200,-200,-87,-200,-200,-200,-200,H
00:17:29,-200,-200,-200,-86,-89,-200,-200,-200,-200,-200,H
00:17:30,-200,-200,-97,-200,-200,-200,-200,-200,-200,-200,H
00:17:31,-200,-200,-200,-200,-200,-95,-200,-200,-200,-74,H
00:17:32,-200,-200,-200,-200,-95,-200,-200,-67,-200,-200,H
00:17:33,-200,-200,-200,-200,-200,-200,-86,-200,-88,-200,H
00:17:34,-200,-200,-200,-85,-200,-200,-200,-200,-200,-200,H
00:17:35,-200,-200,-200,-96,-200,-99,-98,-76,-80,-200,H
00:17:36,-200,-200,-200,-200,-200,-200,-200,-200,-200,-95,H
00:17:37,-200,-200,-200,-200,-96,-200,-200,-200,-200,-200,H
00:17:38,-200,-200,-200,-88,-200,-91,-200,-74,-84,-200,H
00:17:39,-200,-200,-200,-200,-95,-200,-81,-200,-200,-200,H
00:17:40,-200,-200,-200,-200,-200,-200,-200,-200,-200,-93,H
00:17:41,-200,-200,-200,-200,-200,-200,-78,-73,-75,-200,H
00:17:42,-200,-200,-200,-200,-200,-96,-200,-200,-200,-200,H
00:17:43,-200,-200,-200,-200,-200,-200,-200,-200,-200,-89,H
00:17:44,-200,-200,-200,-97,-200,-200,-200,-200,-200,-200,H
00:17:45,-200,-200,-200,-200,-200,-200,-84,-81,-76,-89,H
00:17:46,-200,-200,-200,-95,-200,-97,-200,-200,-200,-200,H
00:17:47,-200,-200,-200,-200,-200,-200,-91,-73,-77,-87,I
00:17:48,-200,-200,-200,-200,-97,-200,-200,-200,-200,-200,I
00:17:49,-200,-200,-200,-200,-200,-96,-200,-200,-200,-200,I
00:17:50,-200,-200,-200,-200,-200,-200,-72,-76,-200,-89,I
00:17:51,-200,-200,-200,-92,-200,-200,-200,-200,-90,-200,I
00:17:52,-200,-200,-200,-200,-200,-200,-200,-200,-85,-200,I
00:17:53,-200,-200,-200,-200,-200,-200,-77,-86,-200,-200,I
00:17:54,-200,-200,-200,-200,-86,-200,-200,-200,-200,-200,I
00:17:55,-200,-200,-200,-200,-200,-200,-200,-200,-200,-92,I
00:17:56,-200,-200,-200,-86,-200,-200,-200,-200,-200,-200,I
00:17:57,-200,-200,-200,-200,-200,-200,-200,-76,-77,-91,I
00:17:58,-200,-200,-200,-98,-200,-200,-82,-200,-200,-200,I
00:17:59,-200,-200,-200,-200,-200,-93,-200,-200,-200,-200,I
00:18:00,-200,-200,-200,-200,-200,-200,-87,-200,-200,-200,I
00:18:01,-200,-200,-200,-93,-200,-200,-200,-73,-85,-200,I
00:18:02,-200,-200,-200,-200,-84,-92,-200,-200,-200,-94,I
00:18:03,-200,-200,-200,-200,-95,-200,-89,-73,-81,-200,I
00:18:04,-200,-200,-200,-200,-200,-200,-200,-200,-200,-93,I
00:18:05,-200,-200,-200,-200,-200,-95,-200,-200,-200,-200,I
00:18:06,-200,-200,-200,-200,-200,-200,-82,-82,-200,-200,I
00:18:07,-200,-200,-200,-200,-200,-200,-200,-200,-76,-84,I
00:18:08,-200,-200,-200,-200,-93,-200,-200,-200,-200,-200,I
00:18:09,-200,-200,-200,-200,-200,-89,-200,-200,-200,-200,I
00:18:10,-200,-200,-200,-200,-87,-200,-83,-82,-84,-94,I
00:18:11,-200,-200,-200,-89,-200,-200,-200,-200,-200,-200,I
00:18:12,-200,-200,-200,-200,-200,-200,-88,-200,-200,-200,I
00:18:13,-200,-200,-200,-200,-200,-200,-200,-200,-64,-95,I
00:18:14,-200,-200,-200,-200,-200,-200,-200,-93,-200,-200,I
00:18:15,-200,-200,-200,-200,-200,-200,-200,-90,-83,-200,I
00:18:16,-200,-200,-200,-200,-200,-200,-97,-200,-200,-200,I
00:18:17,-200,-200,-200,-200,-200,-200,-200,-200,-81,-200,I
00:18:18,-200,-200,-200,-200,-200,-200,-95,-200,-200,-200,I
00:18:19,-200,-200,-200,-200,-200,-200,-200,-90,-200,-200,I
00:18:20,-200,-200,-200,-200,-200,-200,-200,-200,-78,-200,I
00:18:21,-200,-200,-200,-200,-200,-200,-95,-200,-200,-200,I
00:18:22,-200,-200,-200,-200,-200,-200,-200,-91,-200,-200,I
00:18:23,-200,-200,-200,-200,-200,-200,-200,-89,-81,-200,I
00:18:24,-200,-200,-200,-200,-200,-200,-100,-97,-77,-200,I
00:18:25,-200,-200,-200,-200,-200,-200,-91,-200,-78,-200,I
00:18:26,-200,-200,-200,-200,-200,-200,-200,-200,-74,-200,I
00:18:27,-200,-200,-200,-200,-200,-200,-200,-94,-200,-200,I
00:18:28,-200,-200,-200,-200,-200,-200,-200,-200,-69,-200,I
00:18:29,-200,-200,-200,-200,-200,-200,-96,-200,-200,-200,I
00:18:30,-200,-200,-200,-200,-200,-200,-200,-95,-200,-200,I
00:18:31,-200,-200,-200,-200,-200,-200,-200,-200,-69,-200,I
00:18:32,-200,-200,-200,-200,-200,-200,-200,-94,-200,-200,I
00:18:33,-200,-200,-200,-98,-200,-200,-200,-200,-200,-200,I
00:18:34,-200,-200,-200,-200,-200,-200,-96,-200,-200,-200,I
00:18:35,-200,-200,-200,-200,-200,-200,-200,-81,-81,-200,I
00:18:36,-200,-200,-200,-200,-200,-200,-98,-200,-200,-93,I
00:18:37,-200,-200,-200,-200,-200,-200,-200,-200,-73,-200,I
00:18:38,-200,-200,-200,-200,-200,-200,-200,-83,-200,-200,I
00:18:39,-200,-200,-200,-200,-200,-200,-200,-200,-200,-94,I
00:18:40,-200,-200,-200,-200,-200,-200,-200,-83,-78,-200,I
00:18:41,-200,-200,-200,-200,-200,-200,-200,-200,-200,-98,I
00:18:42,-200,-200,-200,-200,-200,-200,-200,-93,-73,-200,I
00:18:43,-200,-200,-200,-200,-200,-200,-94,-200,-200,-200,I
00:18:44,-200,-200,-200,-200,-200,-200,-200,-200,-200,-97,I
00:18:45,-200,-200,-200,-200,-200,-200,-200,-89,-79,-200,I
00:18:46,-200,-200,-200,-200,-200,-200,-96,-200,-200,-99,I
00:18:47,-200,-200,-200,-200,-200,-200,-88,-86,-200,-93,I
00:18:48,-200,-200,-200,-200,-200,-200,-200,-200,-76,-200,I
00:18:49,-200,-200,-200,-200,-200,-200,-200,-81,-80,-200,I
00:18:50,-200,-200,-200,-200,-200,-200,-200,-200,-200,-97,I
00:18:51,-200,-200,-200,-200,-200,-200,-94,-200,-200,-200,I
00:18:52,-200,-200,-200,-200,-96,-200,-200,-200,-200,-200,I
00:18:53,-200,-200,-200,-200,-200,-200,-200,-87,-200,-200,I
00:18:54,-200,-200,-200,-200,-200,-200,-200,-200,-77,-200,I
00:18:55,-200,-200,-200,-200,-200,-200,-200,-200,-200,-91,I
00:18:56,-200,-200,-200,-200,-200,-200,-94,-200,-200,-200,I
00:18:57,-200,-200,-200,-200,-200,-200,-200,-200,-71,-200,I
00:18:58,-200,-200,-200,-200,-200,-200,-200,-84,-200,-200,I
00:18:59,-200,-200,-200,-200,-200,-200,-200,-100,-73,-200,I
00:19:00,-200,-200,-200,-200,-200,-200,-200,-200,-200,-97,I
00:19:01,-200,-200,-200,-200,-200,-200,-200,-91,-75,-200,I
00:19:02,-200,-200,-200,-200,-200,-200,-88,-200,-200,-200,I
00:19:03,-200,-200,-200,-200,-200,-200,-200,-87,-71,-200,I
00:19:04,-200,-200,-200,-200,-200,-200,-91,-200,-200,-200,I
00:19:05,-200,-200,-200,-200,-200,-200,-93,-85,-77,-200,I
00:19:06,-200,-200,-200,-200,-200,-200,-200,-200,-79,-200,I
00:19:07,-200,-200,-200,-200,-200,-200,-91,-87,-200,-200,I
00:19:08,-200,-200,-200,-200,-200,-200,-200,-200,-77,-200,I
00:19:09,-200,-200,-200,-200,-200,-200,-200,-93,-200,-200,I
00:19:10,-200,-200,-200,-200,-200,-200,-92,-200,-200,-200,I
00:19:11,-200,-200,-200,-200,-200,-200,-94,-94,-82,-200,I
00:19:12,-200,-200,-200,-200,-200,-200,-200,-93,-91,-200,I
00:19:13,-200,-200,-200,-200,-200,-200,-91,-200,-74,-200,I
00:19:14,-200,-200,-200,-200,-200,-200,-200,-96,-200,-200,I
00:19:15,-200,-200,-200,-200,-200,-200,-200,-95,-81,-200,I
00:19:16,-200,-200,-200,-200,-200,-200,-94,-200,-200,-200,I
00:19:17,-200,-200,-200,-200,-200,-200,-200,-200,-87,-200,I
00:19:18,-200,-200,-200,-200,-200,-200,-93,-93,-200,-200,I
00:19:19,-200,-200,-200,-200,-200,-200,-200,-89,-200,-200,H
00:19:20,-200,-200,-200,-200,-200,-200,-200,-200,-73,-200,H
00:19:21,-200,-200,-200,-200,-200,-200,-92,-200,-200,-200,H
00:19:22,-200,-200,-200,-200,-200,-200,-200,-200,-74,-200,J
00:19:23,-200,-200,-200,-200,-200,-200,-200,-89,-200,-200,J
00:19:24,-200,-200,-200,-200,-200,-200,-200,-200,-75,-200,J
00:19:25,-200,-200,-200,-200,-200,-200,-92,-200,-200,-200,J
00:19:26,-200,-200,-200,-200,-200,-200,-200,-99,-200,-200,J
00:19:27,-200,-200,-200,-200,-200,-200,-200,-200,-69,-200,J
00:19:28,-200,-200,-200,-200,-200,-200,-200,-88,-200,-200,J
00:19:29,-200,-200,-200,-200,-200,-200,-99,-200,-200,-200,J
00:19:30,-200,-200,-200,-200,-200,-200,-200,-200,-200,-95,J
00:19:31,-200,-200,-200,-200,-200,-200,-200,-200,-200,-88,J
00:19:32,-200,-200,-200,-200,-200,-200,-200,-200,-75,-200,J
00:19:33,-200,-200,-200,-200,-200,-200,-200,-92,-200,-200,J
00:19:34,-200,-200,-200,-200,-200,-200,-96,-200,-200,-200,J
00:19:35,-200,-200,-200,-200,-200,-200,-200,-86,-70,-200,J
00:19:36,-200,-200,-200,-200,-200,-200,-97,-200,-200,-200,J
00:19:37,-200,-200,-200,-200,-200,-200,-200,-92,-67,-90,J
00:19:38,-200,-200,-200,-200,-200,-200,-96,-200,-200,-200,J
00:19:39,-200,-200,-200,-200,-200,-200,-200,-94,-68,-200,J
00:19:40,-200,-200,-200,-200,-200,-200,-200,-88,-69,-200,J
00:19:41,-200,-200,-200,-200,-200,-200,-98,-200,-200,-200,J
00:19:42,-200,-200,-200,-200,-200,-200,-200,-79,-65,-200,J
00:19:43,-200,-200,-200,-200,-200,-200,-200,-91,-86,-200,J
00:19:44,-200,-200,-200,-200,-200,-200,-200,-94,-74,-200,J
00:19:45,-200,-200,-200,-200,-200,-200,-200,-200,-69,-96,J
00:19:46,-200,-200,-200,-200,-200,-200,-200,-90,-200,-200,J
00:19:47,-200,-200,-200,-200,-200,-200,-200,-93,-200,-200,J
00:19:48,-200,-200,-200,-200,-200,-200,-200,-200,-71,-200,J
00:19:49,-200,-200,-200,-200,-200,-200,-200,-200,-200,-96,J
00:19:50,-200,-200,-200,-200,-200,-200,-99,-200,-200,-200,J
00:19:51,-200,-200,-200,-200,-200,-200,-200,-91,-70,-95,J
